text,lang,code,standard
S1,en,S1-13_01,ESRS S1
S1,en,S1-13_02,ESRS S1
S1,en,S1-13_03,ESRS S1
S1,en,S1-13_04,ESRS S1
S1,en,S1-13_05,ESRS S1
S1,en,S1-13_06,ESRS S1
S1,en,S1-13_07,ESRS S1
S1,en,S1-14_01,ESRS S1
S1,en,S1-14_02,ESRS S1
S1,en,S1-14_03,ESRS S1
S1,en,S1-14_04,ESRS S1
S1,en,S1-14_05,ESRS S1
S1,en,S1-14_06,ESRS S1
S1,en,S1-14_07,ESRS S1
S1,en,S1-14_08,ESRS S1
S1,en,S1-14_09,ESRS S1
S1,en,S1-14_10,ESRS S1
S1,en,S1-14_11,ESRS S1
S1,en,S1-14_12,ESRS S1
S1,en,S1-15_01,ESRS S1
S1,en,S1-15_02,ESRS S1
S1,en,S1-15_03,ESRS S1
S1,en,S1-15_04,ESRS S1
S1,en,S1-16_01,ESRS S1
S1,en,S1-16_02,ESRS S1
S1,en,S1-16_03,ESRS S1
S1,en,S1-16_04,ESRS S1
S1,en,S1-16_05,ESRS S1
S1,en,S1-16_06,ESRS S1
S1,en,S1-16_07,ESRS S1
S1,en,S1-17_01,ESRS S1
S1,en,S1-17_02,ESRS S1
S1,en,S1-17_03,ESRS S1
S1,en,S1-17_04,ESRS S1
S1,en,S1-17_05,ESRS S1
S1,en,S1-17_06,ESRS S1
S1,en,S1-17_07,ESRS S1
S1,en,S1-17_08,ESRS S1
S1,en,S1-17_09,ESRS S1
S1,en,S1-17_10,ESRS S1
S1,en,S1-17_11,ESRS S1
S1,en,S1-17_12,ESRS S1
S1,en,S1-17_13,ESRS S1
S1,en,S1-17_14,ESRS S1
S2,en,S2.SBM-3_01,ESRS S2
S2,en,S2.SBM-3_02,ESRS S2
S2,en,S2.SBM-3_03,ESRS S2
S2,en,S2.SBM-3_04,ESRS S2
S2,en,S2.SBM-3_05,ESRS S2
S2,en,S2.SBM-3_06,ESRS S2
S2,en,S2.SBM-3_07,ESRS S2
S2,en,S2.SBM-3_08,ESRS S2
S2,en,S2.SBM-3_09,ESRS S2
S2,en,S2.MDR-P_01-06,ESRS S2
S2,en,S2-1_01,ESRS S2
S2,en,S2-1_02,ESRS S2
S2,en,S2-1_03,ESRS S2
S2,en,S2-1_04,ESRS S2
S2,en,S2-1_05,ESRS S2
S2,en,S2-1_06,ESRS S2
S2,en,S2-1_07,ESRS S2
S2,en,S2-1_08,ESRS S2
S2,en,S2-1_09,ESRS S2
S2,en,S2-1_10,ESRS S2
S1,en,S2-1_11,ESRS S2
ESRS 2,en,S2.MDR-P_07-08,ESRS S2
S2,en,S2-2_01,ESRS S2
S2,en,S2-2_02,ESRS S2
S2,en,S2-2_03,ESRS S2
S2,en,S2-2_04,ESRS S2
S2,en,S2-2_05,ESRS S2
S2,en,S2-2_06,ESRS S2
S2,en,S2-2_07,ESRS S2
S2,en,S2-2_08,ESRS S2
S2,en,S2-2_09,ESRS S2
S2,en,S2-3_01,ESRS S2
S2,en,S2-3_02,ESRS S2
S2,en,S2-3_03,ESRS S2
S2,en,S2-3_04,ESRS S2
S2,en,S2-3_05,ESRS S2
S2,en,S2-3_06,ESRS S2
S2,en,S2-3_07,ESRS S2
S2,en,S2-3_08,ESRS S2
S2,en,S2-3_09,ESRS S2
S2,en,S2-3_10,ESRS S2
S2,en,S2-3_11,ESRS S2
S2,en,S2-3_12,ESRS S2
S2,en,S2.MDR-A_01-12,ESRS S2
S2,en,S2-4_01,ESRS S2
S2,en,S2-4_02,ESRS S2
S2,en,S2-4_03,ESRS S2
S2,en,S2-4_04,ESRS S2
S2,en,S2-4_05,ESRS S2
S2,en,S2-4_06,ESRS S2
S2,en,S2-4_07,ESRS S2
S2,en,S2-4_08,ESRS S2
S2,en,S2-4_09,ESRS S2
S2,en,S2-4_10,ESRS S2
S2,en,S2-4_11,ESRS S2
S2,en,S2-4_12,ESRS S2
S2,en,S2-4_13,ESRS S2
S2,en,S2-4_14,ESRS S2
S2,en,S2-4_15,ESRS S2
S2,en,S2-4_16,ESRS S2
S2,en,S2-4_17,ESRS S2
S2,en,S2-4_18,ESRS S2
ESRS 2,en,S2.MDR-A_13-14,ESRS S2
S2,en,S2.MDR-T_01-13,ESRS S2
S2,en,S2-5_01,ESRS S2
S2,en,S2-5_02,ESRS S2
S2,en,S2-5_03,ESRS S2
S2,en,S2-5_04,ESRS S2
S2,en,S2-5_05,ESRS S2
S2,en,S2-5_06,ESRS S2
ESRS 2,en,S2.MDR-T_14-19,ESRS S2
S3,en,S3.SBM-3_01,ESRS S3
S3,en,S3.SBM-3_02,ESRS S3
S3,en,S3.SBM-3_03,ESRS S3
S3,en,S3.SBM-3_04,ESRS S3
S3,en,S3.SBM-3_05,ESRS S3
S3,en,S3.SBM-3_06,ESRS S3
S3,en,S3.SBM-3_07,ESRS S3
S3,en,S3.SBM-3_08,ESRS S3
S3,en,S3.MDR-P_01-06,ESRS S3
S3,en,S3-1_01,ESRS S3
S3,en,S3-1_02,ESRS S3
S3,en,S3-1_03,ESRS S3
S3,en,S3-1_04,ESRS S3
S3,en,S3-1_05,ESRS S3
S3,en,S3-1_06,ESRS S3
S3,en,S3-1_07,ESRS S3
S3,en,S3-1_08,ESRS S3
S3,en,S3-1_09,ESRS S3
ESRS 2,en,S3.MDR-P_07-08,ESRS S3
S3,en,S3-2_01,ESRS S3
S3,en,S3-2_02,ESRS S3
S3,en,S3-2_03,ESRS S3
S3,en,S3-2_04,ESRS S3
S3,en,S3-2_05,ESRS S3
S3,en,S3-2_06,ESRS S3
S3,en,S3-2_07,ESRS S3
S3,en,S3-2_08,ESRS S3
S3,en,S3-2_09,ESRS S3
S3,en,S3-3_10,ESRS S3
S3,en,S3-3_11,ESRS S3
S3,en,S3-3_12,ESRS S3
S3,en,S3-3_13,ESRS S3
S3,en,S3-3_14,ESRS S3
S3,en,S3-3_15,ESRS S3
S3,en,S3-3_16,ESRS S3
S3,en,S3-3_17,ESRS S3
S3,en,S3-3_18,ESRS S3
S3,en,S3-3_19,ESRS S3
S3,en,S3-3_20,ESRS S3
S3,en,S3-3_21,ESRS S3
S3,en,S3.MDR-A_01-12,ESRS S3
S3,en,S3-4_01,ESRS S3
S3,en,S3-4_02,ESRS S3
S3,en,S3-4_03,ESRS S3
S3,en,S3-4_04,ESRS S3
S3,en,S3-4_05,ESRS S3
S3,en,S3-4_06,ESRS S3
S3,en,S3-4_07,ESRS S3
S3,en,S3-4_08,ESRS S3
S3,en,S3-4_09,ESRS S3
S3,en,S3-4_10,ESRS S3
S3,en,S3-4_11,ESRS S3
S3,en,S3-4_12,ESRS S3
S3,en,S3-4_13,ESRS S3
S3,en,S3-4_14,ESRS S3
S3,en,S3-4_15,ESRS S3
S3,en,S3-4_16,ESRS S3
S3,en,S3-4_17,ESRS S3
S3,en,S3-4_18,ESRS S3
S3,en,S3-4_19,ESRS S3
ESRS 2,en,S3.MDR-A_13-14,ESRS S3
S3,en,S3.MDR-T_01-13,ESRS S3
S3,en,S3-5_01,ESRS S3
S3,en,S3-5_02,ESRS S3
S3,en,S3-5_03,ESRS S3
S3,en,S3-5_04,ESRS S3
S3,en,S3-5_05,ESRS S3
S3,en,S3-5_06,ESRS S3
ESRS 2,en,S3.MDR-T_14-19,ESRS S3
S4,en,S4.SBM-3_01,ESRS S4
S4,en,S4.SBM-3_02,ESRS S4
S4,en,S4.SBM-3_03,ESRS S4
S4,en,S4.SBM-3_04,ESRS S4
S4,en,S4.SBM-3_05,ESRS S4
S4,en,S4.SBM-3_06,ESRS S4
S4,en,S4.SBM-3_07,ESRS S4
S4,en,S4.SBM-3_08,ESRS S4
S4,en,S4.MDR-P_01-06,ESRS S4
S4,en,S4-1_01,ESRS S4
S4,en,S4-1_02,ESRS S4
S4,en,S4-1_03,ESRS S4
S4,en,S4-1_04,ESRS S4
S4,en,S4-1_05,ESRS S4
S4,en,S4-1_06,ESRS S4
S4,en,S4-1_07,ESRS S4
S4,en,S4-1_08,ESRS S4
S4,en,S4-1_09,ESRS S4
ESRS 2,en,S4.MDR-P_07-08,ESRS S4
S4,en,S4-2_01,ESRS S4
S4,en,S4-2_02,ESRS S4
S4,en,S4-2_03,ESRS S4
S4,en,S4-2_04,ESRS S4
S4,en,S4-2_05,ESRS S4
S4,en,S4-2_06,ESRS S4
S4,en,S4-2_07,ESRS S4
S4,en,S4-2_08,ESRS S4
S4,en,S4-2_09,ESRS S4
S4,en,S4-3_01,ESRS S4
S4,en,S4-3_02,ESRS S4
S4,en,S4-3_03,ESRS S4
S4,en,S4-3_04,ESRS S4
S4,en,S4-3_05,ESRS S4
S4,en,S4-3_06,ESRS S4
S4,en,S4-3_07,ESRS S4
S4,en,S4-3_08,ESRS S4
S4,en,S4-3_09,ESRS S4
S4,en,S4-3_10,ESRS S4
S4,en,S4-3_11,ESRS S4
S4,en,S4-3_12,ESRS S4
S4,en,S4-3_13,ESRS S4
S4,en,S4.MDR-A_01-12,ESRS S4
S4,en,S4-4_01,ESRS S4
S4,en,S4-4_02,ESRS S4
S4,en,S4-4_03,ESRS S4
S4,en,S4-4_04,ESRS S4
S4,en,S4-4_05,ESRS S4
S4,en,S4-4_06,ESRS S4
S4,en,S4-4_07,ESRS S4
S4,en,S4-4_08,ESRS S4
S4,en,S4-4_09,ESRS S4
S4,en,S4-4_10,ESRS S4
S4,en,S4-4_11,ESRS S4
S4,en,S4-4_12,ESRS S4
S4,en,S4-4_13,ESRS S4
S4,en,S4-4_14,ESRS S4
S4,en,S4-4_15,ESRS S4
S4,en,S4-4_16,ESRS S4
S4,en,S4-4_17,ESRS S4
S4,en,S4-4_18,ESRS S4
ESRS 2,en,S4.MDR-A_13-14,ESRS S4
S4,en,S4.MDR-T_01-13,ESRS S4
S4,en,S4-5_01,ESRS S4
S4,en,S4-5_02,ESRS S4
S4,en,S4-5_03,ESRS S4
S4,en,S4-5_04,ESRS S4
S4,en,S4-5_05,ESRS S4
S4,en,S4-5_06,ESRS S4
ESRS 2,en,S4.MDR-T_14-19,ESRS S4
G1,en,G1.GOV-1_01,ESRS G1
G1,en,G1.GOV-1_02,ESRS G1
G1,en,G1.MDR-P_01-06,ESRS G1
G1,en,G1-1_01,ESRS G1
G1,en,G1-1_02,ESRS G1
G1,en,G1-1_03,ESRS G1
G1,en,G1-1_04,ESRS G1
G1,en,G1-1_05,ESRS G1
G1,en,G1-1_06,ESRS G1
G1,en,G1-1_07,ESRS G1
G1,en,G1-1_08,ESRS G1
G1,en,G1-1_09,ESRS G1
G1,en,G1-1_10,ESRS G1
G1,en,G1-1_11,ESRS G1
G1,en,G1-1_12,ESRS G1
G1,en,G1-2_01,ESRS G1
G1,en,G1-2_02,ESRS G1
G1,en,G1-2_03,ESRS G1
ESRS 2,en,G1.MDR-P_07-08,ESRS G1
G1,en,G1-3_01,ESRS G1
G1,en,G1-3_02,ESRS G1
G1,en,G1-3_03,ESRS G1
G1,en,G1-3_04,ESRS G1
G1,en,G1-3_05,ESRS G1
G1,en,G1-3_06,ESRS G1
G1,en,G1-3_07,ESRS G1
G1,en,G1-3_08,ESRS G1
G1,en,G1-3_09,ESRS G1
G1,en,G1.MDR-A_01-12,ESRS G1
G1,en,G1-4_01,ESRS G1
G1,en,G1-4_02,ESRS G1
G1,en,G1-4_03,ESRS G1
G1,en,G1-4_04,ESRS G1
G1,en,G1-4_05,ESRS G1
G1,en,G1-4_06,ESRS G1
G1,en,G1-4_07,ESRS G1
G1,en,G1-4_08,ESRS G1
G1,en,G1-5_01,ESRS G1
G1,en,G1-5_02,ESRS G1
G1,en,G1-5_03,ESRS G1
G1,en,G1-5_04,ESRS G1
G1,en,G1-5_05,ESRS G1
G1,en,G1-5_06,ESRS G1
G1,en,G1-5_07,ESRS G1
G1,en,G1-5_08,ESRS G1
G1,en,G1-5_09,ESRS G1
G1,en,G1-5_10,ESRS G1
G1,en,G1-5_11,ESRS G1
G1,en,G1-5_12,ESRS G1
ESRS 2,en,G1.MDR-A_13-14,ESRS G1
G1,en,G1-6_01,ESRS G1
G1,en,G1-6_02,ESRS G1
G1,en,G1-6_03,ESRS G1
G1,en,G1-6_04,ESRS G1
G1,en,G1-6_05,ESRS G1
