code,label,datatype,mandatory,standard
E4.MDR-A_01-12,E4,string,True,ESRS E4
E4-3_01,E4,string,True,ESRS E4
E4-3_02,E4,string,True,ESRS E4
E4-3_03,E4,string,True,ESRS E4
E4-3_04,E4,string,True,ESRS E4
E4-3_05,E4,string,True,ESRS E4
E4-3_06,E4,string,True,ESRS E4
E4-3_07,E4,string,True,ESRS E4
E4-3_08,E4,string,True,ESRS E4
E4-3_09,E4,string,True,ESRS E4
E4-3_10,E4,string,True,ESRS E4
E4-3_11,E4,string,True,ESRS E4
E4-3_12,E4,string,True,ESRS E4
E4-3_13,E4,string,True,ESRS E4
E4-3_14,E4,string,True,ESRS E4
E4-3_15,E4,string,True,ESRS E4
E4-3_16,E4,string,True,ESRS E4
E4.MDR-A_13-14,ESRS 2,string,True,ESRS E4
E4.MDR-T_01-13,E4,string,True,ESRS E4
E4-4_01,E4,string,True,ESRS E4
E4-4_02,E4,string,True,ESRS E4
E4-4_03,E4,string,True,ESRS E4
E4-4_04,E4,string,True,ESRS E4
E4-4_05,E4,string,True,ESRS E4
E4-4_06,E4,string,True,ESRS E4
E4-4_07,E4,string,True,ESRS E4
E4-4_08,E4,string,True,ESRS E4
E4-4_09,E4,string,True,ESRS E4
E4-4_10,E4,string,True,ESRS E4
E4.MDR-T_14-19,ESRS 2,string,True,ESRS E4
E4-5_01,E4,string,True,ESRS E4
E4-5_02,E4,string,True,ESRS E4
E4-5_03,E4,string,True,ESRS E4
E4-5_04,E4,string,True,ESRS E4
E4-5_05,E4,string,True,ESRS E4
E4-5_06,E4,string,True,ESRS E4
E4-5_07,E4,string,True,ESRS E4
E4-5_08,E4,string,True,ESRS E4
E4-5_09,E4,string,True,ESRS E4
E4-5_10,E4,string,True,ESRS E4
E4-5_11,E4,string,True,ESRS E4
E4-5_12,E4,string,True,ESRS E4
E4-5_13,E4,string,True,ESRS E4
E4-5_14,E4,string,True,ESRS E4
E4-5_15,E4,string,True,ESRS E4
E4-5_16,E4,string,True,ESRS E4
E4-5_17,E4,string,True,ESRS E4
E4-5_18,E4,string,True,ESRS E4
E4-5_19,E4,string,True,ESRS E4
E4-5_20,E4,string,True,ESRS E4
E4-5_21,E4,string,True,ESRS E4
E4-5_22,E4,string,True,ESRS E4
E4-5_23,E4,string,True,ESRS E4
E4-5_24,E4,string,True,ESRS E4
E4-5_25,E4,string,True,ESRS E4
E4-5_26,E4,string,True,ESRS E4
E4-5_27,E4,string,True,ESRS E4
E4-6_01,E4,string,True,ESRS E4
E4-6_02,E4,string,True,ESRS E4
E4-6_03,E4,string,True,ESRS E4
E4-6_04,E4,string,True,ESRS E4
E4-6_05,E4,string,True,ESRS E4
E4-6_06,E4,string,True,ESRS E4
E5.IRO-1_01,E5,string,True,ESRS E5
E5.IRO-1_02,E5,string,True,ESRS E5
E5.MDR-P_01-06,E5,string,True,ESRS E5
E5-1_01,E5,string,True,ESRS E5
E5-1_02,E5,string,True,ESRS E5
E5-1_03,E5,string,True,ESRS E5
E5-1_04,E5,string,True,ESRS E5
E5.MDR-P_07-08,ESRS 2,string,True,ESRS E5
E5.MDR-A_01-12,E5,string,True,ESRS E5
E5-2_01,E5,string,True,ESRS E5
E5-2_02,E5,string,True,ESRS E5
E5-2_03,E5,string,True,ESRS E5
E5-2_04,E5,string,True,ESRS E5
E5-2_05,E5,string,True,ESRS E5
E5-2_06,E5,string,True,ESRS E5
E5-2_07,E5,string,True,ESRS E5
E5-2_08,E5,string,True,ESRS E5
E5-2_09,E5,string,True,ESRS E5
E5-2_10,E5,string,True,ESRS E5
E5.MDR-A_13-14,ESRS 2,string,True,ESRS E5
E5.MDR-T_01-13,E5,string,True,ESRS E5
E5-3_01,E5,string,True,ESRS E5
E5-3_02,E5,string,True,ESRS E5
E5-3_03,E5,string,True,ESRS E5
E5-3_04,E5,string,True,ESRS E5
E5-3_05,E5,string,True,ESRS E5
E5-3_06,E5,string,True,ESRS E5
E5-3_07,E5,string,True,ESRS E5
E5-3_08,E5,string,True,ESRS E5
E5-3_09,E5,string,True,ESRS E5
E5-3_10,E5,string,True,ESRS E5
E5-3_11,E5,string,True,ESRS E5
E5-3_12,E5,string,True,ESRS E5
E5-3_13,E5,string,True,ESRS E5
E5.MDR-T_14-19,ESRS 2,string,True,ESRS E5
E5-4_01,E5,string,True,ESRS E5
E5-4_02,E5,string,True,ESRS E5
E5-4_03,E5,string,True,ESRS E5
E5-4_04,E5,string,True,ESRS E5
E5-4_05,E5,string,True,ESRS E5
E5-4_06,E5,string,True,ESRS E5
E5-4_07,E5,string,True,ESRS E5
E5-4_08,E5,string,True,ESRS E5
E5-5_01,E5,string,True,ESRS E5
E5-5_02,E5,string,True,ESRS E5
E5-5_03,E5,string,True,ESRS E5
E5-5_04,E5,string,True,ESRS E5
E5-5_05,E5,string,True,ESRS E5
E5-5_06,E5,string,True,ESRS E5
E5-5_07,E5,string,True,ESRS E5
E5-5_08,E5,string,True,ESRS E5
E5-5_09,E5,string,True,ESRS E5
E5-5_10,E5,string,True,ESRS E5
E5-5_11,E5,string,True,ESRS E5
E5-5_12,E5,string,True,ESRS E5
E5-5_13,E5,string,True,ESRS E5
E5-5_14,E5,string,True,ESRS E5
E5-5_15,E5,string,True,ESRS E5
E5-5_16,E5,string,True,ESRS E5
E5-5_17,E5,string,True,ESRS E5
E5-5_18,E5,string,True,ESRS E5
E5-6_01,E5,string,True,ESRS E5
E5-6_02,E5,string,True,ESRS E5
E5-6_03,E5,string,True,ESRS E5
E5-6_04,E5,string,True,ESRS E5
E5-6_05,E5,string,True,ESRS E5
E5-6_06,E5,string,True,ESRS E5
S1.SBM-3_01,S1,string,True,ESRS S1
S1.SBM-3_02,S1,string,True,ESRS S1
S1.SBM-3_03,S1,string,True,ESRS S1
S1.SBM-3_04,S1,string,True,ESRS S1
S1.SBM-3_05,S1,string,True,ESRS S1
S1.SBM-3_06,S1,string,True,ESRS S1
S1.SBM-3_07,S1,string,True,ESRS S1
S1.SBM-3_08,S1,string,True,ESRS S1
S1.SBM-3_09,S1,string,True,ESRS S1
S1.SBM-3_10,S1,string,True,ESRS S1
S1.SBM-3_11,S1,string,True,ESRS S1
S1.SBM-3_12,S1,string,True,ESRS S1
S1.MDR-P_01-06,S1,string,True,ESRS S1
S1-1_01,S1,string,True,ESRS S1
S1-1_02,S1,string,True,ESRS S1
S1-1_03,S1,string,True,ESRS S1
S1-1_04,S1,string,True,ESRS S1
S1-1_05,S1,string,True,ESRS S1
S1-1_06,S1,string,True,ESRS S1
S1-1_07,S1,string,True,ESRS S1
S1-1_08,S1,string,True,ESRS S1
S1-1_09,S1,string,True,ESRS S1
S1-1_10,S1,string,True,ESRS S1
S1-1_11,S1,string,True,ESRS S1
S1-1_12,S1,string,True,ESRS S1
S1-1_13,S1,string,True,ESRS S1
S1-1_14,S1,string,True,ESRS S1
S1-1_15,S1,string,True,ESRS S1
S1-1_16,S1,string,True,ESRS S1
S1-1_17,S1,string,True,ESRS S1
S1-1_18,S1,string,True,ESRS S1
S1-1_19,S1,string,True,ESRS S1
S1-1_20,S1,string,True,ESRS S1
S1-1_21,S1,string,True,ESRS S1
S1-1_22,S1,string,True,ESRS S1
S1.MDR-P_07-08,ESRS 2,string,True,ESRS S1
S1-2_01,S1,string,True,ESRS S1
S1-2_02,S1,string,True,ESRS S1
S1-2_03,S1,string,True,ESRS S1
S1-2_04,S1,string,True,ESRS S1
S1-2_05,S1,string,True,ESRS S1
S1-2_06,S1,string,True,ESRS S1
S1-2_07,S1,string,True,ESRS S1
S1-2_08,S1,string,True,ESRS S1
S1-2_09,S1,string,True,ESRS S1
S1-2_10,S1,string,True,ESRS S1
S1-2_11,S1,string,True,ESRS S1
S1-2_12,S1,string,True,ESRS S1
S1-2_13,S1,string,True,ESRS S1
S1-2_14,S1,string,True,ESRS S1
S1-2_15,S1,string,True,ESRS S1
S1-3_01,S1,string,True,ESRS S1
S1-3_02,S1,string,True,ESRS S1
S1-3_03,S1,string,True,ESRS S1
S1-3_04,S1,string,True,ESRS S1
S1-3_05,S1,string,True,ESRS S1
S1-3_06,S1,string,True,ESRS S1
S1-3_07,S1,string,True,ESRS S1
S1-3_08,S1,string,True,ESRS S1
S1-3_09,S1,string,True,ESRS S1
S1-3_10,S1,string,True,ESRS S1
S1-3_11,S1,string,True,ESRS S1
S1.MDR-A_01-12,S1,string,True,ESRS S1
S1-4_01,S1,string,True,ESRS S1
S1-4_02,S1,string,True,ESRS S1
S1-4_03,S1,string,True,ESRS S1
S1-4_04,S1,string,True,ESRS S1
S1-4_05,S1,string,True,ESRS S1
S1-4_06,S1,string,True,ESRS S1
S1-4_07,S1,string,True,ESRS S1
S1-4_08,S1,string,True,ESRS S1
S1-4_09,S1,string,True,ESRS S1
S1-4_10,S1,string,True,ESRS S1
S1-4_11,S1,string,True,ESRS S1
S1-4_12,S1,string,True,ESRS S1
S1-4_13,S1,string,True,ESRS S1
S1-4_14,S1,string,True,ESRS S1
S1-4_15,S1,string,True,ESRS S1
S1-4_16,S1,string,True,ESRS S1
S1-4_17,S1,string,True,ESRS S1
S1-4_18,S1,string,True,ESRS S1
S1-4_19,S1,string,True,ESRS S1
S1-4_20,S1,string,True,ESRS S1
S1.MDR-A_13-14,ESRS 2,string,True,ESRS S1
S1.MDR-T_01-13,S1,string,True,ESRS S1
S1-5_01,S1,string,True,ESRS S1
S1-5_02,S1,string,True,ESRS S1
S1-5_03,S1,string,True,ESRS S1
S1-5_04,S1,string,True,ESRS S1
S1-5_05,S1,string,True,ESRS S1
S1-5_06,S1,string,True,ESRS S1
S1.MDR-T_14-19,ESRS 2,string,True,ESRS S1
S1-6_01,S1,string,True,ESRS S1
S1-6_02,S1,string,True,ESRS S1
S1-6_03,S1,string,True,ESRS S1
S1-6_04,S1,string,True,ESRS S1
S1-6_05,S1,string,True,ESRS S1
S1-6_06,S1,string,True,ESRS S1
S1-6_07,S1,string,True,ESRS S1
S1-6_08,S1,string,True,ESRS S1
S1-6_09,S1,string,True,ESRS S1
S1-6_10,S1,string,True,ESRS S1
S1-6_11,S1,string,True,ESRS S1
S1-6_12,S1,string,True,ESRS S1
S1-6_13,S1,string,True,ESRS S1
S1-6_14,S1,string,True,ESRS S1
S1-6_15,S1,string,True,ESRS S1
S1-6_16,S1,string,True,ESRS S1
S1-6_17,S1,string,True,ESRS S1
S1-6_18,S1,string,True,ESRS S1
S1-6_19,S1,string,True,ESRS S1
S1-6_20,S1,string,True,ESRS S1
S1-7_01,S1,string,True,ESRS S1
S1-7_02,S1,string,True,ESRS S1
S1-7_03,S1,string,True,ESRS S1
S1-7_04,S1,string,True,ESRS S1
S1-7_05,S1,string,True,ESRS S1
S1-7_06,S1,string,True,ESRS S1
S1-7_07,S1,string,True,ESRS S1
S1-7_08,S1,string,True,ESRS S1
S1-7_09,S1,string,True,ESRS S1
S1-7_10,S1,string,True,ESRS S1
S1-8_01,S1,string,True,ESRS S1
S1-8_02,S1,string,True,ESRS S1
S1-8_03,S1,string,True,ESRS S1
S1-8_04,S1,string,True,ESRS S1
S1-8_05,S1,string,True,ESRS S1
S1-8_06,S1,string,True,ESRS S1
S1-8_07,S1,string,True,ESRS S1
S1-8_08,S1,string,True,ESRS S1
S1-9_01,S1,string,True,ESRS S1
S1-9_02,S1,string,True,ESRS S1
S1-9_03,S1,string,True,ESRS S1
S1-9_04,S1,string,True,ESRS S1
S1-9_05,S1,string,True,ESRS S1
S1-9_06,S1,string,True,ESRS S1
S1-10_01,S1,string,True,ESRS S1
S1-10_02,S1,string,True,ESRS S1
S1-10_03,S1,string,True,ESRS S1
S1-10_04,S1,string,True,ESRS S1
S1-11_01,S1,string,True,ESRS S1
S1-11_02,S1,string,True,ESRS S1
S1-11_03,S1,string,True,ESRS S1
S1-11_04,S1,string,True,ESRS S1
S1-11_05,S1,string,True,ESRS S1
S1-11_06,S1,string,True,ESRS S1
S1-11_07,S1,string,True,ESRS S1
S1-11_08,S1,string,True,ESRS S1
S1-11_09,S1,string,True,ESRS S1
S1-11_10,S1,string,True,ESRS S1
S1-11_11,S1,string,True,ESRS S1
S1-12_01,S1,string,True,ESRS S1
S1-12_02,S1,string,True,ESRS S1
S1-12_03,S1,string,True,ESRS S1
S1-13_01,S1,string,True,ESRS S1
S1-13_02,S1,string,True,ESRS S1
S1-13_03,S1,string,True,ESRS S1
S1-13_04,S1,string,True,ESRS S1
S1-13_05,S1,string,True,ESRS S1
S1-13_06,S1,string,True,ESRS S1
S1-13_07,S1,string,True,ESRS S1
S1-14_01,S1,string,True,ESRS S1
S1-14_02,S1,string,True,ESRS S1
S1-14_03,S1,string,True,ESRS S1
S1-14_04,S1,string,True,ESRS S1
S1-14_05,S1,string,True,ESRS S1
S1-14_06,S1,string,True,ESRS S1
S1-14_07,S1,string,True,ESRS S1
S1-14_08,S1,string,True,ESRS S1
S1-14_09,S1,string,True,ESRS S1
S1-14_10,S1,string,True,ESRS S1
S1-14_11,S1,string,True,ESRS S1
S1-14_12,S1,string,True,ESRS S1
S1-15_01,S1,string,True,ESRS S1
S1-15_02,S1,string,True,ESRS S1
S1-15_03,S1,string,True,ESRS S1
S1-15_04,S1,string,True,ESRS S1
S1-16_01,S1,string,True,ESRS S1
S1-16_02,S1,string,True,ESRS S1
S1-16_03,S1,string,True,ESRS S1
S1-16_04,S1,string,True,ESRS S1
S1-16_05,S1,string,True,ESRS S1
S1-16_06,S1,string,True,ESRS S1
S1-16_07,S1,string,True,ESRS S1
S1-17_01,S1,string,True,ESRS S1
S1-17_02,S1,string,True,ESRS S1
S1-17_03,S1,string,True,ESRS S1
S1-17_04,S1,string,True,ESRS S1
S1-17_05,S1,string,True,ESRS S1
S1-17_06,S1,string,True,ESRS S1
S1-17_07,S1,string,True,ESRS S1
S1-17_08,S1,string,True,ESRS S1
S1-17_09,S1,string,True,ESRS S1
S1-17_10,S1,string,True,ESRS S1
S1-17_11,S1,string,True,ESRS S1
S1-17_12,S1,string,True,ESRS S1
S1-17_13,S1,string,True,ESRS S1
S1-17_14,S1,string,True,ESRS S1
S2.SBM-3_01,S2,string,True,ESRS S2
S2.SBM-3_02,S2,string,True,ESRS S2
S2.SBM-3_03,S2,string,True,ESRS S2
S2.SBM-3_04,S2,string,True,ESRS S2
S2.SBM-3_05,S2,string,True,ESRS S2
S2.SBM-3_06,S2,string,True,ESRS S2
S2.SBM-3_07,S2,string,True,ESRS S2
S2.SBM-3_08,S2,string,True,ESRS S2
S2.SBM-3_09,S2,string,True,ESRS S2
S2.MDR-P_01-06,S2,string,True,ESRS S2
S2-1_01,S2,string,True,ESRS S2
S2-1_02,S2,string,True,ESRS S2
S2-1_03,S2,string,True,ESRS S2
S2-1_04,S2,string,True,ESRS S2
S2-1_05,S2,string,True,ESRS S2
S2-1_06,S2,string,True,ESRS S2
S2-1_07,S2,string,True,ESRS S2
S2-1_08,S2,string,True,ESRS S2
S2-1_09,S2,string,True,ESRS S2
S2-1_10,S2,string,True,ESRS S2
S2-1_11,S1,string,True,ESRS S2
S2.MDR-P_07-08,ESRS 2,string,True,ESRS S2
S2-2_01,S2,string,True,ESRS S2
S2-2_02,S2,string,True,ESRS S2
S2-2_03,S2,string,True,ESRS S2
S2-2_04,S2,string,True,ESRS S2
S2-2_05,S2,string,True,ESRS S2
S2-2_06,S2,string,True,ESRS S2
S2-2_07,S2,string,True,ESRS S2
S2-2_08,S2,string,True,ESRS S2
S2-2_09,S2,string,True,ESRS S2
S2-3_01,S2,string,True,ESRS S2
S2-3_02,S2,string,True,ESRS S2
S2-3_03,S2,string,True,ESRS S2
S2-3_04,S2,string,True,ESRS S2
S2-3_05,S2,string,True,ESRS S2
S2-3_06,S2,string,True,ESRS S2
S2-3_07,S2,string,True,ESRS S2
S2-3_08,S2,string,True,ESRS S2
S2-3_09,S2,string,True,ESRS S2
S2-3_10,S2,string,True,ESRS S2
S2-3_11,S2,string,True,ESRS S2
S2-3_12,S2,string,True,ESRS S2
S2.MDR-A_01-12,S2,string,True,ESRS S2
S2-4_01,S2,string,True,ESRS S2
S2-4_02,S2,string,True,ESRS S2
S2-4_03,S2,string,True,ESRS S2
S2-4_04,S2,string,True,ESRS S2
S2-4_05,S2,string,True,ESRS S2
S2-4_06,S2,string,True,ESRS S2
S2-4_07,S2,string,True,ESRS S2
S2-4_08,S2,string,True,ESRS S2
S2-4_09,S2,string,True,ESRS S2
S2-4_10,S2,string,True,ESRS S2
S2-4_11,S2,string,True,ESRS S2
S2-4_12,S2,string,True,ESRS S2
S2-4_13,S2,string,True,ESRS S2
S2-4_14,S2,string,True,ESRS S2
S2-4_15,S2,string,True,ESRS S2
S2-4_16,S2,string,True,ESRS S2
S2-4_17,S2,string,True,ESRS S2
S2-4_18,S2,string,True,ESRS S2
S2.MDR-A_13-14,ESRS 2,string,True,ESRS S2
S2.MDR-T_01-13,S2,string,True,ESRS S2
S2-5_01,S2,string,True,ESRS S2
S2-5_02,S2,string,True,ESRS S2
S2-5_03,S2,string,True,ESRS S2
S2-5_04,S2,string,True,ESRS S2
S2-5_05,S2,string,True,ESRS S2
S2-5_06,S2,string,True,ESRS S2
S2.MDR-T_14-19,ESRS 2,string,True,ESRS S2
S3.SBM-3_01,S3,string,True,ESRS S3
S3.SBM-3_02,S3,string,True,ESRS S3
S3.SBM-3_03,S3,string,True,ESRS S3
S3.SBM-3_04,S3,string,True,ESRS S3
S3.SBM-3_05,S3,string,True,ESRS S3
S3.SBM-3_06,S3,string,True,ESRS S3
S3.SBM-3_07,S3,string,True,ESRS S3
S3.SBM-3_08,S3,string,True,ESRS S3
S3.MDR-P_01-06,S3,string,True,ESRS S3
S3-1_01,S3,string,True,ESRS S3
S3-1_02,S3,string,True,ESRS S3
S3-1_03,S3,string,True,ESRS S3
S3-1_04,S3,string,True,ESRS S3
S3-1_05,S3,string,True,ESRS S3
S3-1_06,S3,string,True,ESRS S3
S3-1_07,S3,string,True,ESRS S3
S3-1_08,S3,string,True,ESRS S3
S3-1_09,S3,string,True,ESRS S3
S3.MDR-P_07-08,ESRS 2,string,True,ESRS S3
S3-2_01,S3,string,True,ESRS S3
S3-2_02,S3,string,True,ESRS S3
S3-2_03,S3,string,True,ESRS S3
S3-2_04,S3,string,True,ESRS S3
S3-2_05,S3,string,True,ESRS S3
S3-2_06,S3,string,True,ESRS S3
S3-2_07,S3,string,True,ESRS S3
S3-2_08,S3,string,True,ESRS S3
S3-2_09,S3,string,True,ESRS S3
S3-3_10,S3,string,True,ESRS S3
S3-3_11,S3,string,True,ESRS S3
S3-3_12,S3,string,True,ESRS S3
S3-3_13,S3,string,True,ESRS S3
S3-3_14,S3,string,True,ESRS S3
S3-3_15,S3,string,True,ESRS S3
S3-3_16,S3,string,True,ESRS S3
S3-3_17,S3,string,True,ESRS S3
S3-3_18,S3,string,True,ESRS S3
S3-3_19,S3,string,True,ESRS S3
S3-3_20,S3,string,True,ESRS S3
S3-3_21,S3,string,True,ESRS S3
S3.MDR-A_01-12,S3,string,True,ESRS S3
S3-4_01,S3,string,True,ESRS S3
S3-4_02,S3,string,True,ESRS S3
S3-4_03,S3,string,True,ESRS S3
S3-4_04,S3,string,True,ESRS S3
S3-4_05,S3,string,True,ESRS S3
S3-4_06,S3,string,True,ESRS S3
S3-4_07,S3,string,True,ESRS S3
S3-4_08,S3,string,True,ESRS S3
S3-4_09,S3,string,True,ESRS S3
S3-4_10,S3,string,True,ESRS S3
S3-4_11,S3,string,True,ESRS S3
S3-4_12,S3,string,True,ESRS S3
S3-4_13,S3,string,True,ESRS S3
S3-4_14,S3,string,True,ESRS S3
S3-4_15,S3,string,True,ESRS S3
S3-4_16,S3,string,True,ESRS S3
S3-4_17,S3,string,True,ESRS S3
S3-4_18,S3,string,True,ESRS S3
S3-4_19,S3,string,True,ESRS S3
S3.MDR-A_13-14,ESRS 2,string,True,ESRS S3
S3.MDR-T_01-13,S3,string,True,ESRS S3
S3-5_01,S3,string,True,ESRS S3
S3-5_02,S3,string,True,ESRS S3
S3-5_03,S3,string,True,ESRS S3
S3-5_04,S3,string,True,ESRS S3
S3-5_05,S3,string,True,ESRS S3
S3-5_06,S3,string,True,ESRS S3
S3.MDR-T_14-19,ESRS 2,string,True,ESRS S3
S4.SBM-3_01,S4,string,True,ESRS S4
S4.SBM-3_02,S4,string,True,ESRS S4
S4.SBM-3_03,S4,string,True,ESRS S4
S4.SBM-3_04,S4,string,True,ESRS S4
S4.SBM-3_05,S4,string,True,ESRS S4
S4.SBM-3_06,S4,string,True,ESRS S4
S4.SBM-3_07,S4,string,True,ESRS S4
S4.SBM-3_08,S4,string,True,ESRS S4
S4.MDR-P_01-06,S4,string,True,ESRS S4
S4-1_01,S4,string,True,ESRS S4
S4-1_02,S4,string,True,ESRS S4
S4-1_03,S4,string,True,ESRS S4
S4-1_04,S4,string,True,ESRS S4
S4-1_05,S4,string,True,ESRS S4
S4-1_06,S4,string,True,ESRS S4
S4-1_07,S4,string,True,ESRS S4
S4-1_08,S4,string,True,ESRS S4
S4-1_09,S4,string,True,ESRS S4
S4.MDR-P_07-08,ESRS 2,string,True,ESRS S4
S4-2_01,S4,string,True,ESRS S4
S4-2_02,S4,string,True,ESRS S4
S4-2_03,S4,string,True,ESRS S4
S4-2_04,S4,string,True,ESRS S4
S4-2_05,S4,string,True,ESRS S4
S4-2_06,S4,string,True,ESRS S4
S4-2_07,S4,string,True,ESRS S4
S4-2_08,S4,string,True,ESRS S4
S4-2_09,S4,string,True,ESRS S4
S4-3_01,S4,string,True,ESRS S4
S4-3_02,S4,string,True,ESRS S4
S4-3_03,S4,string,True,ESRS S4
S4-3_04,S4,string,True,ESRS S4
S4-3_05,S4,string,True,ESRS S4
S4-3_06,S4,string,True,ESRS S4
S4-3_07,S4,string,True,ESRS S4
S4-3_08,S4,string,True,ESRS S4
S4-3_09,S4,string,True,ESRS S4
S4-3_10,S4,string,True,ESRS S4
S4-3_11,S4,string,True,ESRS S4
S4-3_12,S4,string,True,ESRS S4
S4-3_13,S4,string,True,ESRS S4
S4.MDR-A_01-12,S4,string,True,ESRS S4
S4-4_01,S4,string,True,ESRS S4
S4-4_02,S4,string,True,ESRS S4
S4-4_03,S4,string,True,ESRS S4
S4-4_04,S4,string,True,ESRS S4
S4-4_05,S4,string,True,ESRS S4
S4-4_06,S4,string,True,ESRS S4
S4-4_07,S4,string,True,ESRS S4
S4-4_08,S4,string,True,ESRS S4
S4-4_09,S4,string,True,ESRS S4
S4-4_10,S4,string,True,ESRS S4
S4-4_11,S4,string,True,ESRS S4
S4-4_12,S4,string,True,ESRS S4
S4-4_13,S4,string,True,ESRS S4
S4-4_14,S4,string,True,ESRS S4
S4-4_15,S4,string,True,ESRS S4
S4-4_16,S4,string,True,ESRS S4
S4-4_17,S4,string,True,ESRS S4
S4-4_18,S4,string,True,ESRS S4
S4.MDR-A_13-14,ESRS 2,string,True,ESRS S4
S4.MDR-T_01-13,S4,string,True,ESRS S4
S4-5_01,S4,string,True,ESRS S4
S4-5_02,S4,string,True,ESRS S4
S4-5_03,S4,string,True,ESRS S4
S4-5_04,S4,string,True,ESRS S4
S4-5_05,S4,string,True,ESRS S4
S4-5_06,S4,string,True,ESRS S4
S4.MDR-T_14-19,ESRS 2,string,True,ESRS S4
G1.GOV-1_01,G1,string,True,ESRS G1
G1.GOV-1_02,G1,string,True,ESRS G1
G1.MDR-P_01-06,G1,string,True,ESRS G1
G1-1_01,G1,string,True,ESRS G1
G1-1_02,G1,string,True,ESRS G1
G1-1_03,G1,string,True,ESRS G1
G1-1_04,G1,string,True,ESRS G1
G1-1_05,G1,string,True,ESRS G1
G1-1_06,G1,string,True,ESRS G1
G1-1_07,G1,string,True,ESRS G1
G1-1_08,G1,string,True,ESRS G1
G1-1_09,G1,string,True,ESRS G1
G1-1_10,G1,string,True,ESRS G1
G1-1_11,G1,string,True,ESRS G1
G1-1_12,G1,string,True,ESRS G1
G1-2_01,G1,string,True,ESRS G1
G1-2_02,G1,string,True,ESRS G1
G1-2_03,G1,string,True,ESRS G1
G1.MDR-P_07-08,ESRS 2,string,True,ESRS G1
G1-3_01,G1,string,True,ESRS G1
G1-3_02,G1,string,True,ESRS G1
G1-3_03,G1,string,True,ESRS G1
G1-3_04,G1,string,True,ESRS G1
G1-3_05,G1,string,True,ESRS G1
G1-3_06,G1,string,True,ESRS G1
G1-3_07,G1,string,True,ESRS G1
G1-3_08,G1,string,True,ESRS G1
G1-3_09,G1,string,True,ESRS G1
G1.MDR-A_01-12,G1,string,True,ESRS G1
G1-4_01,G1,string,True,ESRS G1
G1-4_02,G1,string,True,ESRS G1
G1-4_03,G1,string,True,ESRS G1
G1-4_04,G1,string,True,ESRS G1
G1-4_05,G1,string,True,ESRS G1
G1-4_06,G1,string,True,ESRS G1
G1-4_07,G1,string,True,ESRS G1
G1-4_08,G1,string,True,ESRS G1
G1-5_01,G1,string,True,ESRS G1
G1-5_02,G1,string,True,ESRS G1
G1-5_03,G1,string,True,ESRS G1
G1-5_04,G1,string,True,ESRS G1
G1-5_05,G1,string,True,ESRS G1
G1-5_06,G1,string,True,ESRS G1
G1-5_07,G1,string,True,ESRS G1
G1-5_08,G1,string,True,ESRS G1
G1-5_09,G1,string,True,ESRS G1
G1-5_10,G1,string,True,ESRS G1
G1-5_11,G1,string,True,ESRS G1
G1-5_12,G1,string,True,ESRS G1
G1.MDR-A_13-14,ESRS 2,string,True,ESRS G1
G1-6_01,G1,string,True,ESRS G1
G1-6_02,G1,string,True,ESRS G1
G1-6_03,G1,string,True,ESRS G1
G1-6_04,G1,string,True,ESRS G1
G1-6_05,G1,string,True,ESRS G1
