conceptId,lang,role,label
esrs_C2899,en,http://www.xbrl.org/2003/role/label,C28.9.9 - Manufacture of other special-purpose machinery n.e.c.
esrs_C29,en,http://www.xbrl.org/2003/role/label,"C29 - Manufacture of motor vehicles, trailers and semi-trailers"
esrs_C291,en,http://www.xbrl.org/2003/role/label,C29.1 - Manufacture of motor vehicles
esrs_C2910,en,http://www.xbrl.org/2003/role/label,C29.1.0 - Manufacture of motor vehicles
esrs_C292,en,http://www.xbrl.org/2003/role/label,C29.2 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
esrs_C2920,en,http://www.xbrl.org/2003/role/label,C29.2.0 - Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers
esrs_C293,en,http://www.xbrl.org/2003/role/label,C29.3 - Manufacture of parts and accessories for motor vehicles
esrs_C2931,en,http://www.xbrl.org/2003/role/label,C29.3.1 - Manufacture of electrical and electronic equipment for motor vehicles
esrs_C2932,en,http://www.xbrl.org/2003/role/label,C29.3.2 - Manufacture of other parts and accessories for motor vehicles
esrs_C30,en,http://www.xbrl.org/2003/role/label,C30 - Manufacture of other transport equipment
esrs_C301,en,http://www.xbrl.org/2003/role/label,C30.1 - Building of ships and boats
esrs_C3011,en,http://www.xbrl.org/2003/role/label,C30.1.1 - Building of ships and floating structures
esrs_C3012,en,http://www.xbrl.org/2003/role/label,C30.1.2 - Building of pleasure and sporting boats
esrs_C302,en,http://www.xbrl.org/2003/role/label,C30.2 - Manufacture of railway locomotives and rolling stock
esrs_C3020,en,http://www.xbrl.org/2003/role/label,C30.2.0 - Manufacture of railway locomotives and rolling stock
esrs_C303,en,http://www.xbrl.org/2003/role/label,C30.3 - Manufacture of air and spacecraft and related machinery
esrs_C3030,en,http://www.xbrl.org/2003/role/label,C30.3.0 - Manufacture of air and spacecraft and related machinery
esrs_C304,en,http://www.xbrl.org/2003/role/label,C30.4 - Manufacture of military fighting vehicles
esrs_C3040,en,http://www.xbrl.org/2003/role/label,C30.4.0 - Manufacture of military fighting vehicles
esrs_C309,en,http://www.xbrl.org/2003/role/label,C30.9 - Manufacture of transport equipment n.e.c.
esrs_C3091,en,http://www.xbrl.org/2003/role/label,C30.9.1 - Manufacture of motorcycles
esrs_C3092,en,http://www.xbrl.org/2003/role/label,C30.9.2 - Manufacture of bicycles and invalid carriages
esrs_C3099,en,http://www.xbrl.org/2003/role/label,C30.9.9 - Manufacture of other transport equipment n.e.c.
esrs_C31,en,http://www.xbrl.org/2003/role/label,C31 - Manufacture of furniture
esrs_C310,en,http://www.xbrl.org/2003/role/label,C31.0 - Manufacture of furniture
esrs_C3101,en,http://www.xbrl.org/2003/role/label,C31.0.1 - Manufacture of office and shop furniture
esrs_C3102,en,http://www.xbrl.org/2003/role/label,C31.0.2 - Manufacture of kitchen furniture
esrs_C3103,en,http://www.xbrl.org/2003/role/label,C31.0.3 - Manufacture of mattresses
esrs_C3109,en,http://www.xbrl.org/2003/role/label,C31.0.9 - Manufacture of other furniture
esrs_C32,en,http://www.xbrl.org/2003/role/label,C32 - Other manufacturing
esrs_C321,en,http://www.xbrl.org/2003/role/label,"C32.1 - Manufacture of jewellery, bijouterie and related articles"
esrs_C3211,en,http://www.xbrl.org/2003/role/label,C32.1.1 - Striking of coins
esrs_C3212,en,http://www.xbrl.org/2003/role/label,C32.1.2 - Manufacture of jewellery and related articles
esrs_C3213,en,http://www.xbrl.org/2003/role/label,C32.1.3 - Manufacture of imitation jewellery and related articles
esrs_C322,en,http://www.xbrl.org/2003/role/label,C32.2 - Manufacture of musical instruments
esrs_C3220,en,http://www.xbrl.org/2003/role/label,C32.2.0 - Manufacture of musical instruments
esrs_C323,en,http://www.xbrl.org/2003/role/label,C32.3 - Manufacture of sports goods
esrs_C3230,en,http://www.xbrl.org/2003/role/label,C32.3.0 - Manufacture of sports goods
esrs_C324,en,http://www.xbrl.org/2003/role/label,C32.4 - Manufacture of games and toys
esrs_C3240,en,http://www.xbrl.org/2003/role/label,C32.4.0 - Manufacture of games and toys
esrs_C325,en,http://www.xbrl.org/2003/role/label,C32.5 - Manufacture of medical and dental instruments and supplies
esrs_C3250,en,http://www.xbrl.org/2003/role/label,C32.5.0 - Manufacture of medical and dental instruments and supplies
esrs_C329,en,http://www.xbrl.org/2003/role/label,C32.9 - Manufacturing n.e.c.
esrs_C3291,en,http://www.xbrl.org/2003/role/label,C32.9.1 - Manufacture of brooms and brushes
esrs_C3299,en,http://www.xbrl.org/2003/role/label,C32.9.9 - Other manufacturing n.e.c.
esrs_C33,en,http://www.xbrl.org/2003/role/label,C33 - Repair and installation of machinery and equipment
esrs_C331,en,http://www.xbrl.org/2003/role/label,"C33.1 - Repair of fabricated metal products, machinery and equipment"
esrs_C3311,en,http://www.xbrl.org/2003/role/label,C33.1.1 - Repair of fabricated metal products
esrs_C3312,en,http://www.xbrl.org/2003/role/label,C33.1.2 - Repair of machinery
esrs_C3313,en,http://www.xbrl.org/2003/role/label,C33.1.3 - Repair of electronic and optical equipment
esrs_C3314,en,http://www.xbrl.org/2003/role/label,C33.1.4 - Repair of electrical equipment
esrs_C3315,en,http://www.xbrl.org/2003/role/label,C33.1.5 - Repair and maintenance of ships and boats
esrs_C3316,en,http://www.xbrl.org/2003/role/label,C33.1.6 - Repair and maintenance of aircraft and spacecraft
esrs_C3317,en,http://www.xbrl.org/2003/role/label,C33.1.7 - Repair and maintenance of other transport equipment
esrs_C3319,en,http://www.xbrl.org/2003/role/label,C33.1.9 - Repair of other equipment
esrs_C332,en,http://www.xbrl.org/2003/role/label,C33.2 - Installation of industrial machinery and equipment
esrs_C3320,en,http://www.xbrl.org/2003/role/label,C33.2.0 - Installation of industrial machinery and equipment
esrs_CCE,en,http://www.xbrl.org/2003/role/label,Construction and Engineering
esrs_CCE_E3831,en,http://www.xbrl.org/2003/role/label,E38.3.1 - Dismantling of wrecks
esrs_CCE_F4110,en,http://www.xbrl.org/2003/role/label,F41.1.0 - Development of building projects
esrs_CCE_F4120,en,http://www.xbrl.org/2003/role/label,F41.2.0 - Construction of residential and non-residential buildings
esrs_CCE_F4211,en,http://www.xbrl.org/2003/role/label,F42.1.1 - Construction of roads and motorways
esrs_CCE_F4212,en,http://www.xbrl.org/2003/role/label,F42.1.2 - Construction of railways and underground railways
esrs_CCE_F4213,en,http://www.xbrl.org/2003/role/label,F42.1.3 - Construction of bridges and tunnels
esrs_CCE_F4221,en,http://www.xbrl.org/2003/role/label,F42.2.1 - Construction of utility projects for fluids
esrs_CCE_F4222,en,http://www.xbrl.org/2003/role/label,F42.2.2 - Construction of utility projects for electricity and telecommunications
esrs_CCE_F4291,en,http://www.xbrl.org/2003/role/label,F42.9.1 - Construction of water projects
esrs_CCE_F4299,en,http://www.xbrl.org/2003/role/label,F42.9.9 - Construction of other civil engineering projects n.e.c.
esrs_CCE_F4311,en,http://www.xbrl.org/2003/role/label,F43.1.1 - Demolition
esrs_CCE_F4312,en,http://www.xbrl.org/2003/role/label,F43.1.2 - Site preparation
esrs_CCE_F4313,en,http://www.xbrl.org/2003/role/label,F43.1.3 - Test drilling and boring
esrs_CCE_F4321,en,http://www.xbrl.org/2003/role/label,F43.2.1 - Electrical installation
esrs_CCE_F4322,en,http://www.xbrl.org/2003/role/label,"F43.2.2 - Plumbing, heat and air-conditioning installation"
esrs_CCE_F4329,en,http://www.xbrl.org/2003/role/label,F43.2.9 - Other construction installation
esrs_CCE_F4331,en,http://www.xbrl.org/2003/role/label,F43.3.1 - Plastering
esrs_CCE_F4332,en,http://www.xbrl.org/2003/role/label,F43.3.2 - Joinery installation
esrs_CCE_F4333,en,http://www.xbrl.org/2003/role/label,F43.3.3 - Floor and wall covering
esrs_CCE_F4334,en,http://www.xbrl.org/2003/role/label,F43.3.4 - Painting and glazing
esrs_CCE_F4339,en,http://www.xbrl.org/2003/role/label,F43.3.9 - Other building completion and finishing
esrs_CCE_F4391,en,http://www.xbrl.org/2003/role/label,F43.9.1 - Roofing activities
esrs_CCE_F4399,en,http://www.xbrl.org/2003/role/label,F43.9.9 - Other specialised construction activities n.e.c.
esrs_CH4Member,en,http://www.xbrl.org/2003/role/label,CH4 [member]
esrs_CO2Member,en,http://www.xbrl.org/2003/role/label,CO2 [member]
esrs_CON,en,http://www.xbrl.org/2003/role/label,Construction
esrs_CalculationMember,en,http://www.xbrl.org/2003/role/label,Calculation [member]
esrs_CalibrationTestsOfAmsWereUndertakenAndVerificationOfPeriodicMeasurementByIndependentLabsWasEnsured,en,http://www.xbrl.org/2003/role/label,Calibration tests of AMS were undertaken and verification of periodic measurement by independent labs was ensured
esrs_CapExShadowPriceMember,en,http://www.xbrl.org/2003/role/label,CapEx shadow price [member]
esrs_CapitalExpendituresCapExInConjunctionWithMajorIncidentsAndDepositsPollution,en,http://www.xbrl.org/2003/role/label,Capital expenditures (CapEx) in conjunction with major incidents and deposits (pollution)
esrs_CarbonCreditsAreUsedSeparatelyFromGHGEmissionsAndGHGEmissionReductionTargets,en,http://www.xbrl.org/2003/role/label,Carbon credits are used separately from GHG emissions and GHG emission reduction targets
esrs_CarbonCreditsOutsideValueChainPlannedToBeCancelledInFutureAreBasedOnExistingContractualAgreements,en,http://www.xbrl.org/2003/role/label,Carbon credits outside value chain planned to be cancelled in future are based on existing contractual agreements
esrs_CarbonPriceAppliedForEachMetricTonneOfGreenhouesGasEmission,en,http://www.xbrl.org/2003/role/label,Carbon price applied for each metric tonne of greenhouse gas emission
esrs_CarbonPriceUsedInInternalCarbonPricingSchemeIsConsistentWithCarbonPriceUsedInFinancialStatements,en,http://www.xbrl.org/2003/role/label,Carbon price used in internal carbon pricing scheme is consistent with carbon price used in financial statements
esrs_CarbonPricesForImpairmentTestingMember,en,http://www.xbrl.org/2003/role/label,Carbon prices for impairment testing [member]
esrs_CarryingAmountOfAssetsAtMaterialPhysicalRisk,en,http://www.xbrl.org/2003/role/label,Carrying amount of assets at material physical risk
esrs_CarryingAmountOfAssetsAtMaterialTransitionRisk,en,http://www.xbrl.org/2003/role/label,Carrying amount of assets at material transition risk
esrs_CarryingAmountOfLiabilitiesAtMaterialTransitionRisk,en,http://www.xbrl.org/2003/role/label,Carrying amount of liabilities at material transition risk
esrs_CarryingAmountOfRealEstateAssets,en,http://www.xbrl.org/2003/role/label,Carrying amount of real estate assets
esrs_CarryingAmountOfRealEstateAssets,en,http://www.xbrl.org/2003/role/totalLabel,Total carrying amount of real estate assets
esrs_CarryingAmountOfRealEstateAssetsForWhichEnergyConsumptionIsBasedOnInternalEstimates,en,http://www.xbrl.org/2003/role/label,Carrying amount of real estate assets for which energy consumption is based on internal estimates
esrs_CarryingAmountOfRealEstateAssetsForWhichEnergyConsumptionIsBasedOnInternalEstimates,en,http://www.xbrl.org/2003/role/totalLabel,Total carrying amount of real estate assets for which energy consumption is based on internal estimates
esrs_Category10ProcessingOfSoldProductsMember,en,http://www.xbrl.org/2003/role/label,Category 10 Processing of sold products [member]
esrs_Category11CloudComputingAndDataCentreServicesMember,en,http://www.xbrl.org/2003/role/label,Category 1.1 Cloud computing and data centre services [member]
esrs_Category11UseOfSoldProductsMember,en,http://www.xbrl.org/2003/role/label,Category 11 Use of sold products [member]
esrs_Category12EndoflifeTreatmentOfSoldProductsMember,en,http://www.xbrl.org/2003/role/label,Category 12 End-of-life treatment of sold products [member]
esrs_Category13DownstreamLeasedAssetsMember,en,http://www.xbrl.org/2003/role/label,Category 13 Downstream leased assets [member]
esrs_Category14FranchisesMember,en,http://www.xbrl.org/2003/role/label,Category 14 Franchises [member]
esrs_Category15InvestmentsMember,en,http://www.xbrl.org/2003/role/label,Category 15 Investments [member]
esrs_Category1PurchasedGoodsAndServicesMember,en,http://www.xbrl.org/2003/role/label,Category 1 Purchased goods and services [member]
esrs_Category2CapitalGoodsMember,en,http://www.xbrl.org/2003/role/label,Category 2 Capital goods [member]
esrs_Category2IndirectGHGEmissionsFromImportedEnergyMember,en,http://www.xbrl.org/2003/role/label,Category 2 Indirect GHG emissions from imported energy [member]
esrs_Category3FuelAndEnergyrelatedActivitiesMember,en,http://www.xbrl.org/2003/role/label,Category 3 Fuel and energy-related activities [member]
esrs_Category3IndirectGHGEmissionsFromTransportationMember,en,http://www.xbrl.org/2003/role/label,Category 3 Indirect GHG emissions from transportation [member]
esrs_Category41IndirectGHGEmissionsFromGoodsPurchasedByOrganizationMember,en,http://www.xbrl.org/2003/role/label,Category 4.1 Indirect GHG emissions from goods purchased by organization [member]
esrs_Category42IndirectGHGEmissionsFromServicesUsedByOrganizationMember,en,http://www.xbrl.org/2003/role/label,Category 4.2 Indirect GHG emissions from services used by organization [member]
esrs_Category4IndirectGHGEmissionsFromProductsUsedByOrganizationMember,en,http://www.xbrl.org/2003/role/label,Category 4 Indirect GHG emissions from products used by organization [member]
esrs_Category4UpstreamTransportationAndDistributionMember,en,http://www.xbrl.org/2003/role/label,Category 4 Upstream transportation and distribution [member]
esrs_Category5IndirectGHGEmissionsAssociatedWithUseOfProductsFromOrganizationMember,en,http://www.xbrl.org/2003/role/label,Category 5 Indirect GHG emissions associated with use of products from organization [member]
esrs_Category5WasteGeneratedInOperationsMember,en,http://www.xbrl.org/2003/role/label,Category 5 Waste generated in operations [member]
esrs_Category6BusinessTravelMember,en,http://www.xbrl.org/2003/role/label,Category 6 Business travel [member]
esrs_Category6IndirectGHGEmissionsFromOtherSourcesMember,en,http://www.xbrl.org/2003/role/label,Category 6 Indirect GHG emissions from other sources [member]
esrs_Category7EmployeeCommutingMember,en,http://www.xbrl.org/2003/role/label,Category 7 Employee commuting [member]
esrs_Category8UpstreamLeasedAssetsMember,en,http://www.xbrl.org/2003/role/label,Category 8 Upstream leased assets [member]
esrs_Category9DownstreamTransportationAndDistributionMember,en,http://www.xbrl.org/2003/role/label,Category 9 Downstream transportation and distribution [member]
esrs_ChangesInPreparationAndPresentationOfSustainabilityInformationComparedToPreviousReportingPeriodAbstract,en,http://www.xbrl.org/2003/role/label,Changes in preparation and presentation of sustainability information compared to previous reporting period [abstract]
esrs_ChangesInWaterStorage,en,http://www.xbrl.org/2003/role/label,Changes in water storage
esrs_ChangesInWaterStorage,en,http://www.xbrl.org/2003/role/commentaryGuidance,This XBRL element requires the use of positive/negative fact values to indicate if the amount is increased (+) or decreased (-).
esrs_ChannelForRaisingConcernsForPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersHasNotBeenAdopted,en,http://www.xbrl.org/2003/role/label,Channel for raising concerns for people in own workforce / value chain workers / affected communities / consumers and end-users has not been adopted
esrs_CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of non-employees in undertaking's own workforce [abstract]
esrs_CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of non-employees in undertaking's own workforce - general [abstract]
esrs_CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of non-employees in undertaking's own workforce [line items]
esrs_CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceTable,en,http://www.xbrl.org/2003/role/label,Characteristics of non-employees in undertaking's own workforce [table]
esrs_CharacteristicsOfUndertakingsEmployeesAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - general [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and region [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAndGenderAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and gender [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAndGenderLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and gender [line items]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAndGenderTable,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and gender [table]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAndRegionLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and region [line items]
esrs_CharacteristicsOfUndertakingsEmployeesInformationOnEmployeesByContractTypeAndRegionTable,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - information on employees by contract type and region [table]
esrs_CharacteristicsOfUndertakingsEmployeesLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees [line items]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesByGenderAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees by gender [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesByGenderLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees by gender [line items]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesByGenderTable,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees by gender [table]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesInCountriesWith50OrMoreEmployeesRepresentingAtLeast10PercentOfItsTotalNumberOfEmployeesAbstract,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees [abstract]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesInCountriesWith50OrMoreEmployeesRepresentingAtLeast10PercentOfItsTotalNumberOfEmployeesLineItems,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees [line items]
esrs_CharacteristicsOfUndertakingsEmployeesNumberOfEmployeesInCountriesWith50OrMoreEmployeesTable,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees - number of employees in countries with 50 or more employees [table]
esrs_CharacteristicsOfUndertakingsEmployeesTable,en,http://www.xbrl.org/2003/role/label,Characteristics of undertaking's employees [table]
esrs_ChildLabourForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Child labour for own workforce [member]
esrs_ChildLabourForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Child labour for value chain workers [member]
esrs_ClaimsOfGHGNeutralityAndRelianceOnCarbonCreditsNeitherImpedeNorReduceAchievementOfGHGEmissionReductionTargetsOrNetZeroTarget,en,http://www.xbrl.org/2003/role/label,Claims of GHG neutrality and reliance on carbon credits neither impede nor reduce achievement of GHG emission reduction targets or net zero target
esrs_ClassroomTrainingMember,en,http://www.xbrl.org/2003/role/label,Classroom training [member]
esrs_ClimateChangeAdaptationMember,en,http://www.xbrl.org/2003/role/label,Climate change adaptation [member]
esrs_ClimateChangeMember,en,http://www.xbrl.org/2003/role/label,Climate change [member]
esrs_ClimateChangeMitigationMember,en,http://www.xbrl.org/2003/role/label,Climate change mitigation [member]
esrs_ClimaterelatedConsiderationsAreFactoredIntoRemunerationOfMembersOfAdministrativeManagementAndSupervisoryBodies,en,http://www.xbrl.org/2003/role/label,"Climate-related considerations are factored into remuneration of members of administrative, management and supervisory bodies"
esrs_ClimaterelatedHazardsHaveBeenIdentifiedOverShortMediumAndLongTermTimeHorizons,en,http://www.xbrl.org/2003/role/label,"Climate-related hazards have been identified over short-, medium- and long-term time horizons"
esrs_CollectiveBargainingAgreementsFromOtherUndertakingsMember,en,http://www.xbrl.org/2003/role/label,Collective bargaining agreements from other undertakings [member]
esrs_CollectiveBargainingAgreementsThatCoverOtherEmployeesMember,en,http://www.xbrl.org/2003/role/label,Collective bargaining agreements that cover other employees [member]
esrs_CollectiveBargainingCoverageAndSocialDialogueAbstract,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue [abstract]
esrs_CollectiveBargainingCoverageAndSocialDialogueByCountryEeaAbstract,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue by country (EEA) [abstract]
esrs_CollectiveBargainingCoverageAndSocialDialogueByCountryEeaLineItems,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue by country (EEA) [line items]
esrs_CollectiveBargainingCoverageAndSocialDialogueByCountryEeaTable,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue by country (EEA) [table]
esrs_CollectiveBargainingCoverageAndSocialDialogueGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue - general abstract]
esrs_CollectiveBargainingCoverageAndSocialDialogueLineItems,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue [line items]
esrs_CollectiveBargainingCoverageAndSocialDialogueTable,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage and social dialogue [table]
esrs_CollectiveBargainingCoverageByRegionNoneeaAbstract,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage by region (non-EEA) [abstract]
esrs_CollectiveBargainingCoverageByRegionNoneeaLineItems,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage by region (non-EEA) [line items]
esrs_CollectiveBargainingCoverageByRegionNoneeaTable,en,http://www.xbrl.org/2003/role/label,Collective bargaining coverage by region (non-EEA) [table]
esrs_CollectiveBargainingForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Collective bargaining for own workforce [member]
esrs_CollectiveBargainingForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Collective bargaining for value chain workers [member]
esrs_ColourGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,en,http://www.xbrl.org/2003/role/label,Colour grounds for discrimination and diversity are specifically covered in policy [member]
esrs_CommunitiesAlongValueChainMember,en,http://www.xbrl.org/2003/role/label,Communities along value chain [member]
esrs_CommunitiesAtOneOrBothEndpointsOfValueChainMember,en,http://www.xbrl.org/2003/role/label,Communities at one or both endpoints of value chain [member]
esrs_CommunitiesCivilAndPoliticalRightsMember,en,http://www.xbrl.org/2003/role/label,Communities' civil and political rights [member]
esrs_CommunitiesEconomicSocialAndCulturalRightsMember,en,http://www.xbrl.org/2003/role/label,"Communities' economic, social and cultural rights [member]"
esrs_CommunitiesLivingOrWorkingAroundUndertakingsOperatingSitesFactoriesFacilitiesOrOtherPhysicalOperationsOrMoreRemoteCommunitiesAffectedByActivitiesAtThoseSitesMember,en,http://www.xbrl.org/2003/role/label,"Communities living or working around undertaking's operating sites, factories, facilities or other physical operations, or more remote communities affected by activities at those sites [member]"
esrs_CommunitiesOfIndigenousPeoplesMember,en,http://www.xbrl.org/2003/role/label,Communities of indigenous peoples [member]
esrs_CompensationOrOffsetsMember,en,http://www.xbrl.org/2003/role/label,Compensation or offsets [member]
esrs_ComputerbasedTrainingMember,en,http://www.xbrl.org/2003/role/label,Computer-based training [member]
esrs_ConserveAndSustainablyUseOceansSeasAndMarineResourcesForSustainableDevelopmentMember,en,http://www.xbrl.org/2003/role/label,"14 - Conserve and sustainably use oceans, seas and marine resources for sustainable development [member]"
esrs_ConsolidatedAccountingGroupFinancialControlMember,en,http://www.xbrl.org/2003/role/label,Consolidated accounting group (financial control) [member]
esrs_ConsolidatedMember,en,http://www.xbrl.org/2003/role/label,Consolidated [member]
esrs_ConsolidatedSustainabilityReportingIsPreparedPursuantToArticle48IOfDirective2013NO34NOEu,en,http://www.xbrl.org/2003/role/label,Consolidated sustainability reporting is prepared pursuant to Article 48i of Directive 2013/34/EU
esrs_ConsultationsHaveBeenConductedPollution,en,http://www.xbrl.org/2003/role/label,Consultations have been conducted (pollution)
esrs_ConsultationsHaveBeenConductedResourceUseAndCircularEconomy,en,http://www.xbrl.org/2003/role/label,Consultations have been conducted (resource use and circular economy)
esrs_ConsultationsHaveBeenConductedWaterAndMarineResources,en,http://www.xbrl.org/2003/role/label,Consultations have been conducted (water and marine resources)
esrs_ConsultationsWithAffectedCommunitiesOnSustainabilityAssessmentsOfSharedBiologicalResourcesAndEcosystemsHaveBeenConducted,en,http://www.xbrl.org/2003/role/label,Consultations with affected communities on sustainability assessments of shared biological resources and ecosystems have been conducted
esrs_ConsumersAndEndusersMember,en,http://www.xbrl.org/2003/role/label,Consumers and end-users [member]
esrs_ConsumersAndEndusersOfProductsThatAreInherentlyHarmfulToPeopleAndOrIncreaseRisksForChronicDiseaseMember,en,http://www.xbrl.org/2003/role/label,Consumers and end-users of products that are inherently harmful to people and (or) increase risks for chronic disease [member]
esrs_ConsumersAndEndusersOfServicesThatPotentiallyNegativelyImpactTheirRightsToPrivacyHaveTheirPersonalDataProtectedFreedomOfExpressionAndNondiscriminationMember,en,http://www.xbrl.org/2003/role/label,"Consumers and end-users of services that potentially negatively impact their rights to privacy, have their personal data protected, freedom of expression and non-discrimination [member]"
esrs_ConsumersAndEndusersWhoAreDependentOnAccurateAndAccessibleProductOrServiceRelatedInformationToAvoidPotentiallyDamagingUseOfProductOrServiceMember,en,http://www.xbrl.org/2003/role/label,Consumers and end-users who are dependent on accurate and accessible product- or service- related information to avoid potentially damaging use of product or service [member]
esrs_ConsumersAndEndusersWhoAreParticularlyVulnerableToHealthOrPrivacyImpactsOrImpactsFromMarketingAndSalesStrategiesMember,en,http://www.xbrl.org/2003/role/label,Consumers and end-users who are particularly vulnerable to health or privacy impacts or impacts from marketing and sales strategies [member]
esrs_ConsumptionOfPurchasedOrAcquiredElectricityHeatSteamAndCoolingFromRenewableSources,en,http://www.xbrl.org/2003/role/label,"Consumption of purchased or acquired electricity, heat, steam, and cooling from renewable sources"
esrs_ConsumptionOfPurchasedOrAcquiredElectricityHeatSteamOrCoolingFromFossilSources,en,http://www.xbrl.org/2003/role/label,"Consumption of purchased or acquired electricity, heat, steam, or cooling from fossil sources"
esrs_ConsumptionOfSelfgeneratedNonfuelRenewableEnergy,en,http://www.xbrl.org/2003/role/label,Consumption of self-generated non-fuel renewable energy
esrs_CorporateCultureMember,en,http://www.xbrl.org/2003/role/label,Corporate culture [member]
esrs_CorruptionAndBriberyMember,en,http://www.xbrl.org/2003/role/label,Corruption and bribery [member]
esrs_CountriesWhereEmployeesAndOrNonemployeesDoNotHaveSocialProtectionWithRegardToOneOrMoreOfTypesOfMajorLifeEvents,en,http://www.xbrl.org/2003/role/label,Countries where employees and (or) non-employees do not have social protection with regard to one or more of types of major life events
esrs_CountriesWhereEmployeesAndOrNonemployeesEarnBelowApplicableAdequateWageBenchmark,en,http://www.xbrl.org/2003/role/label,Countries where employees and (or) non-employees earn below applicable adequate wage benchmark
esrs_CountriesWherePositiveImpactsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOccur,en,http://www.xbrl.org/2003/role/label,Countries where positive impacts for own workforce / value chain workers / affected communities / consumers and end-users occur
esrs_CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfChildLabour,en,http://www.xbrl.org/2003/role/label,Countries with operations considered at significant risk of incidents of child labour
esrs_CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabour,en,http://www.xbrl.org/2003/role/label,Countries with operations considered at significant risk of incidents of forced labour or compulsory labour
esrs_CountryAxis,en,http://www.xbrl.org/2003/role/label,Country [axis]
esrs_CountryMember,en,http://www.xbrl.org/2003/role/label,Country [member]
esrs_CountryMember,en,http://www.xbrl.org/2003/role/totalLabel,Total / all countries / NA [member]
esrs_CoverageRate0To19PercentMember,en,http://www.xbrl.org/2003/role/label,Coverage rate 0 to 19% [member]
esrs_CoverageRate20To39PercentMember,en,http://www.xbrl.org/2003/role/label,Coverage rate 20 to 39% [member]
