conceptId,lang,role,label
esrs_DisclosureRequirementS24TakingActionOnMaterialImpactsOnValueChainWorkersAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToValueChainWorkersAndEffectivenessOfThoseActionsMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S2-4 - Taking action on material impacts on value chain workers, and approaches to managing material risks and pursuing material opportunities related to value chain workers, and effectiveness of those actions [member]"
esrs_DisclosureRequirementS25TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S2-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities [member]"
esrs_DisclosureRequirementS2RelatedToESRS2Sbm2InterestsAndViewsOfStakeholdersMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S2 related to ESRS 2 SBM-2 Interests and views of stakeholders [member]
esrs_DisclosureRequirementS2RelatedToESRS2Sbm3MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S2 related to ESRS 2 SBM-3 Material impacts, risks and opportunities and their interaction with strategy and business model [member]"
esrs_DisclosureRequirementS31PoliciesRelatedToAffectedCommunitiesMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S3-1 - Policies related to affected communities [member]
esrs_DisclosureRequirementS32ProcessesForEngagingWithAffectedCommunitiesAboutImpactsMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S3-2 - Processes for engaging with affected communities about impacts [member]
esrs_DisclosureRequirementS33ProcessesToRemediateNegativeImpactsAndChannelsForAffectedCommunitiesToRaiseConcernsMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S3-3 - Processes to remediate negative impacts and channels for affected communities to raise concerns [member]
esrs_DisclosureRequirementS34TakingActionOnMaterialImpactsOnAffectedCommunitiesAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToAffectedCommunitiesAndEffectivenessOfThoseActionsMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S3-4 - Taking action on material impacts on affected communities, and approaches to managing material risks and pursuing material opportunities related to affected communities, and effectiveness of those actions [member]"
esrs_DisclosureRequirementS35TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S3-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities [member]"
esrs_DisclosureRequirementS3RelatedToESRS2Sbm2InterestsAndViewsOfStakeholdersMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S3 related to ESRS 2 SBM-2 - Interests and views of stakeholders [member]
esrs_DisclosureRequirementS3RelatedToESRS2Sbm3MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S3 related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model [member]"
esrs_DisclosureRequirementS41PoliciesRelatedToConsumersAndEndusersMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S4-1 - Policies related to consumers and end-users [member]
esrs_DisclosureRequirementS42ProcessesForEngagingWithConsumersAndEndusersAboutImpactsMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S4-2 - Processes for engaging with consumers and end-users about impacts [member]
esrs_DisclosureRequirementS43ProcessesToRemediateNegativeImpactsAndChannelsForConsumersAndEndusersToRaiseConcernsMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S4-3 - Processes to remediate negative impacts and channels for consumers and end-users to raise concerns [member]
esrs_DisclosureRequirementS44TakingActionOnMaterialImpactsOnConsumersAndEndusersAndApproachesToManagingMaterialRisksAndPursuingMaterialOpportunitiesRelatedToConsumersAndEndusersAndEffectivenessOfThoseActionsMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S4-4 - Taking action on material impacts on consumers and end-users, and approaches to managing material risks and pursuing material opportunities related to consumers and end-users, and effectiveness of those actions [member]"
esrs_DisclosureRequirementS45TargetsRelatedToManagingMaterialNegativeImpactsAdvancingPositiveImpactsAndManagingMaterialRisksAndOpportunitiesMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S4-5 - Targets related to managing material negative impacts, advancing positive impacts, and managing material risks and opportunities [member]"
esrs_DisclosureRequirementS4RelatedToESRS2Sbm2InterestsAndViewsOfStakeholdersMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement S4 related to ESRS 2 SBM-2 - Interests and views of stakeholders [member]
esrs_DisclosureRequirementS4RelatedToESRS2Sbm3MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement S4 related to ESRS 2 SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model [member]"
esrs_DisclosureRequirementSbm1StrategyBusinessModelAndValueChainMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement SBM-1 - Strategy, business model and value chain [member]"
esrs_DisclosureRequirementSbm2InterestsAndViewsOfStakeholdersMember,en,http://www.xbrl.org/2003/role/label,Disclosure Requirement SBM-2 - Interests and views of stakeholders [member]
esrs_DisclosureRequirementSbm3MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelMember,en,http://www.xbrl.org/2003/role/label,"Disclosure Requirement SBM-3 - Material impacts, risks and opportunities and their interaction with strategy and business model [member]"
esrs_DisclosureRequirementsAxis,en,http://www.xbrl.org/2003/role/label,Disclosure requirements [axis]
esrs_DisclosureRequirementsMember,en,http://www.xbrl.org/2003/role/label,Disclosure requirements [member]
esrs_DisclosuresInRelationToSpecificCircumstancesExplanatory,en,http://www.xbrl.org/2003/role/label,Disclosures in relation to specific circumstances [text block]
esrs_DisposalMember,en,http://www.xbrl.org/2003/role/label,Disposal [member]
esrs_DistributionOrCommercialisationMember,en,http://www.xbrl.org/2003/role/label,Distribution or commercialisation [member]
esrs_DiverseRangeOfClimateScenariosHaveBeenConsideredToDetectRelevantEnvironmentalSocietalTechnologyMarketAndPolicyrelatedDevelopmentsAndDetermineDecarbonisationLevers,en,http://www.xbrl.org/2003/role/label,"Diverse range of climate scenarios have been considered to detect relevant environmental, societal, technology, market and policy-related developments and determine decarbonisation levers"
esrs_DiversityForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Diversity for own workforce [member]
esrs_DiversityForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Diversity for value chain workers [member]
esrs_DiversityMetricsAbstract,en,http://www.xbrl.org/2003/role/label,Diversity metrics [abstract]
esrs_DiversityMetricsDetailedAbstract,en,http://www.xbrl.org/2003/role/label,Diversity metrics - detailed [abstract]
esrs_DiversityMetricsDetailedLineItems,en,http://www.xbrl.org/2003/role/label,Diversity metrics - detailed [line items]
esrs_DiversityMetricsDetailedTable,en,http://www.xbrl.org/2003/role/label,Diversity metrics - detailed [table]
esrs_DiversityMetricsGeneralAbstract,en,http://www.xbrl.org/2003/role/label,Diversity metrics - general [abstract]
esrs_DiversityMetricsLineItems,en,http://www.xbrl.org/2003/role/label,Diversity metrics [line items]
esrs_DiversityMetricsTable,en,http://www.xbrl.org/2003/role/label,Diversity metrics [table]
esrs_DownstreamValueChainMember,en,http://www.xbrl.org/2003/role/label,Downstream value chain [member]
esrs_DurationOfClassroomTrainingHours,en,http://www.xbrl.org/2003/role/label,Duration of classroom training (hours)
esrs_DurationOfComputerbasedTrainingHours,en,http://www.xbrl.org/2003/role/label,Duration of computer-based training (hours)
esrs_DurationOfVoluntaryComputerbasedTrainingHours,en,http://www.xbrl.org/2003/role/label,Duration of voluntary computer-based training (hours)
esrs_E,en,http://www.xbrl.org/2003/role/label,E - Water supply; sewerage; waste management and remediation activities
esrs_E36,en,http://www.xbrl.org/2003/role/label,"E36 - Water collection, treatment and supply"
esrs_E360,en,http://www.xbrl.org/2003/role/label,"E36.0 - Water collection, treatment and supply"
esrs_E3600,en,http://www.xbrl.org/2003/role/label,"E36.0.0 - Water collection, treatment and supply"
esrs_E37,en,http://www.xbrl.org/2003/role/label,E37 - Sewerage
esrs_E370,en,http://www.xbrl.org/2003/role/label,E37.0 - Sewerage
esrs_E3700,en,http://www.xbrl.org/2003/role/label,E37.0.0 - Sewerage
esrs_E38,en,http://www.xbrl.org/2003/role/label,"E38 - Waste collection, treatment and disposal activities; materials recovery"
esrs_E381,en,http://www.xbrl.org/2003/role/label,E38.1 - Waste collection
esrs_E3811,en,http://www.xbrl.org/2003/role/label,E38.1.1 - Collection of non-hazardous waste
esrs_E3812,en,http://www.xbrl.org/2003/role/label,E38.1.2 - Collection of hazardous waste
esrs_E382,en,http://www.xbrl.org/2003/role/label,E38.2 - Waste treatment and disposal
esrs_E3821,en,http://www.xbrl.org/2003/role/label,E38.2.1 - Treatment and disposal of non-hazardous waste
esrs_E3822,en,http://www.xbrl.org/2003/role/label,E38.2.2 - Treatment and disposal of hazardous waste
esrs_E383,en,http://www.xbrl.org/2003/role/label,E38.3 - Materials recovery
esrs_E3831,en,http://www.xbrl.org/2003/role/label,E38.3.1 - Dismantling of wrecks
esrs_E3832,en,http://www.xbrl.org/2003/role/label,E38.3.2 - Recovery of sorted materials
esrs_E39,en,http://www.xbrl.org/2003/role/label,E39 - Remediation activities and other waste management services
esrs_E390,en,http://www.xbrl.org/2003/role/label,E39.0 - Remediation activities and other waste management services
esrs_E3900,en,http://www.xbrl.org/2003/role/label,E39.0.0 - Remediation activities and other waste management services
esrs_EGA,en,http://www.xbrl.org/2003/role/label,Gaming
esrs_EGA_R9200,en,http://www.xbrl.org/2003/role/label,R92.0.0 - Gambling and betting activities
esrs_ENE,en,http://www.xbrl.org/2003/role/label,Energy
esrs_ENT,en,http://www.xbrl.org/2003/role/label,Entertainment
esrs_EOG,en,http://www.xbrl.org/2003/role/label,Oil and Gas - from Midstream to Downstream
esrs_EOG_C1920,en,http://www.xbrl.org/2003/role/label,C19.2.0 - Manufacture of refined petroleum products
esrs_EOG_E3812,en,http://www.xbrl.org/2003/role/label,E38.1.2 - Collection of hazardous waste
esrs_EOG_E3821,en,http://www.xbrl.org/2003/role/label,E38.2.1 - Treatment and disposal of non-hazardous waste
esrs_EOG_E3822,en,http://www.xbrl.org/2003/role/label,E38.2.2 - Treatment and disposal of hazardous waste
esrs_EOG_E3832,en,http://www.xbrl.org/2003/role/label,E38.3.2 - Recovery of sorted materials
esrs_EOG_G4671,en,http://www.xbrl.org/2003/role/label,"G46.7.1 - Wholesale of solid, liquid and gaseous fuels and related products"
esrs_EOG_G4730,en,http://www.xbrl.org/2003/role/label,G47.3.0 - Retail sale of automotive fuel in specialised stores
esrs_EOG_H4950,en,http://www.xbrl.org/2003/role/label,H49.5.0 - Transport via pipeline
esrs_EPU,en,http://www.xbrl.org/2003/role/label,Power Production and Energy Utilities
esrs_EPU_D3511,en,http://www.xbrl.org/2003/role/label,D35.1.1 - Production of electricity
esrs_EPU_D3512,en,http://www.xbrl.org/2003/role/label,D35.1.2 - Transmission of electricity
esrs_EPU_D3513,en,http://www.xbrl.org/2003/role/label,D35.1.3 - Distribution of electricity
esrs_EPU_D3514,en,http://www.xbrl.org/2003/role/label,D35.1.4 - Trade of electricity
esrs_EPU_D3521,en,http://www.xbrl.org/2003/role/label,D35.2.1 - Manufacture of gas
esrs_EPU_D3522,en,http://www.xbrl.org/2003/role/label,D35.2.2 - Distribution of gaseous fuels through mains
esrs_EPU_D3523,en,http://www.xbrl.org/2003/role/label,D35.2.3 - Trade of gas through mains
esrs_EPU_D3530,en,http://www.xbrl.org/2003/role/label,D35.3.0 - Steam and air conditioning supply
esrs_ERL,en,http://www.xbrl.org/2003/role/label,Recreation and Leisure
esrs_ERL_R9001,en,http://www.xbrl.org/2003/role/label,R90.0.1 - Performing arts
esrs_ERL_R9002,en,http://www.xbrl.org/2003/role/label,R90.0.2 - Support activities to performing arts
esrs_ERL_R9003,en,http://www.xbrl.org/2003/role/label,R90.0.3 - Artistic creation
esrs_ERL_R9004,en,http://www.xbrl.org/2003/role/label,R90.0.4 - Operation of arts facilities
esrs_ERL_R9101,en,http://www.xbrl.org/2003/role/label,R91.0.1 - Library and archives activities
esrs_ERL_R9102,en,http://www.xbrl.org/2003/role/label,R91.0.2 - Museums activities
esrs_ERL_R9103,en,http://www.xbrl.org/2003/role/label,R91.0.3 - Operation of historical sites and buildings and similar visitor attractions
esrs_ERL_R9104,en,http://www.xbrl.org/2003/role/label,R91.0.4 - Botanical and zoological gardens and nature reserves activities
esrs_ERL_R9311,en,http://www.xbrl.org/2003/role/label,R93.1.1 - Operation of sports facilities
esrs_ERL_R9312,en,http://www.xbrl.org/2003/role/label,R93.1.2 - Activities of sport clubs
esrs_ERL_R9313,en,http://www.xbrl.org/2003/role/label,R93.1.3 - Fitness facilities
esrs_ERL_R9319,en,http://www.xbrl.org/2003/role/label,R93.1.9 - Other sports activities
esrs_ERL_R9321,en,http://www.xbrl.org/2003/role/label,R93.2.1 - Activities of amusement parks and theme parks
esrs_ERL_R9329,en,http://www.xbrl.org/2003/role/label,R93.2.9 - Other amusement and recreation activities
esrs_ESRS2GeneralDisclosuresMember,en,http://www.xbrl.org/2003/role/label,ESRS 2 General disclosures [member]
esrs_ESRSDisclosureRequirementsCoveringImpactsRisksAndOpportunities,en,http://www.xbrl.org/2003/role/label,"ESRS Disclosure Requirements covering impacts, risks and opportunities"
esrs_ESRSE1ClimateChangeMember,en,http://www.xbrl.org/2003/role/label,ESRS E1 Climate Change [member]
esrs_ESRSE2PollutionMember,en,http://www.xbrl.org/2003/role/label,ESRS E2 Pollution [member]
esrs_ESRSE3WaterAndMarineResourcesMember,en,http://www.xbrl.org/2003/role/label,ESRS E3 Water and marine resources [member]
esrs_ESRSE4BiodiversityAndEcosystemsMember,en,http://www.xbrl.org/2003/role/label,ESRS E4 Biodiversity and ecosystems [member]
esrs_ESRSE5ResourceUseAndCircularEconomyMember,en,http://www.xbrl.org/2003/role/label,ESRS E5 Resource use and circular economy [member]
esrs_ESRSG1BusinessConductMember,en,http://www.xbrl.org/2003/role/label,ESRS G1 Business conduct [member]
esrs_ESRSMetricsDisclosedThatAreSubjectToHighLevelOfMeasurementUncertainty,en,http://www.xbrl.org/2003/role/label,ESRS metric(s) disclosed that are subject to high level of measurement uncertainty
esrs_ESRSMetricsForWhichUpstreamAndOrDownstreamValueChainEstimationHasBeenUsed,en,http://www.xbrl.org/2003/role/label,ESRS metric(s) for which upstream and (or) downstream value chain estimation has been used
esrs_ESRSMetricsUsedForTarget,en,http://www.xbrl.org/2003/role/label,ESRS metric(s) used for target
esrs_ESRSMetricsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunity,en,http://www.xbrl.org/2003/role/label,"ESRS metric(s) used to evaluate performance and effectiveness, in relation to material impact, risk or opportunity"
esrs_ESRSS1OwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,ESRS S1 Own workforce [member]
esrs_ESRSS2WorkersInValueChainMember,en,http://www.xbrl.org/2003/role/label,ESRS S2 Workers in value chain [member]
esrs_ESRSS3AffectedCommunitiesMember,en,http://www.xbrl.org/2003/role/label,ESRS S3 Affected communities [member]
esrs_ESRSS4ConsumersAndEndusersMember,en,http://www.xbrl.org/2003/role/label,ESRS S4 Consumers and end-users [member]
esrs_EUBiodiversityStrategyFor2030TargetsToWhichTransitionPlanIsConnectedBiodiversityAndEcosystems,en,http://www.xbrl.org/2003/role/label,EU Biodiversity Strategy for 2030 targets to which transition plan is connected (biodiversity and ecosystems)
esrs_EWW,en,http://www.xbrl.org/2003/role/label,Water and Waste Services
esrs_EWW_D3530,en,http://www.xbrl.org/2003/role/label,D35.3.0 - Steam and air conditioning supply
esrs_EWW_E3600,en,http://www.xbrl.org/2003/role/label,"E36.0.0 - Water collection, treatment and supply"
esrs_EWW_E3700,en,http://www.xbrl.org/2003/role/label,E37.0.0 - Sewerage
esrs_EWW_E3811,en,http://www.xbrl.org/2003/role/label,E38.1.1 - Collection of non-hazardous waste
esrs_EWW_E3812,en,http://www.xbrl.org/2003/role/label,E38.1.2 - Collection of hazardous waste
esrs_EWW_E3821,en,http://www.xbrl.org/2003/role/label,E38.2.1 - Treatment and disposal of non-hazardous waste
esrs_EWW_E3822,en,http://www.xbrl.org/2003/role/label,E38.2.2 - Treatment and disposal of hazardous waste
esrs_EWW_E3832,en,http://www.xbrl.org/2003/role/label,E38.3.2 - Recovery of sorted materials
esrs_EWW_E3900,en,http://www.xbrl.org/2003/role/label,E39.0.0 - Remediation activities and other waste management services
esrs_EcologicalStatusOfAreasTypedAxis,en,http://www.xbrl.org/2003/role/label,Ecological status of areas [typed axis]
esrs_EcologicalThresholdsAndEntityspecificAllocationsWereTakenIntoConsiderationWhenSettingBiodiversityAndEcosystemrelatedTarget,en,http://www.xbrl.org/2003/role/label,Ecological thresholds and entity-specific allocations were taken into consideration when setting biodiversity and ecosystem-related target
esrs_EcologicalThresholdsAndEntityspecificAllocationsWereTakenIntoConsiderationWhenSettingPollutionrelatedTarget,en,http://www.xbrl.org/2003/role/label,Ecological thresholds and entity-specific allocations were taken into consideration when setting pollution-related target
esrs_EcologicalThresholdsAndEntityspecificAllocationsWereTakenIntoConsiderationWhenSettingResourceUseAndCircularEconomyTarget,en,http://www.xbrl.org/2003/role/label,Ecological thresholds and entity-specific allocations were taken into consideration when setting resource use and circular economy target
esrs_EcologicalThresholdsAndEntityspecificAllocationsWereTakenIntoConsiderationWhenSettingWaterAndMarineResourcesTarget,en,http://www.xbrl.org/2003/role/label,Ecological thresholds and entity-specific allocations were taken into consideration when setting water and marine resources target
esrs_EcologicalThresholdsAreEntityspecificBiodiversityAndEcosystems,en,http://www.xbrl.org/2003/role/label,Ecological thresholds are entity-specific (biodiversity and ecosystems)
esrs_EcologicalThresholdsAreEntityspecificPollution,en,http://www.xbrl.org/2003/role/label,Ecological thresholds are entity-specific (pollution)
esrs_EcologicalThresholdsAreEntityspecificResourceUseAndCircularEconomy,en,http://www.xbrl.org/2003/role/label,Ecological thresholds are entity-specific (resource use and circular economy)
esrs_EcologicalThresholdsAreEntityspecificWaterAndMarineResources,en,http://www.xbrl.org/2003/role/label,Ecological thresholds are entity-specific (water and marine resources)
esrs_EconomicActivitiesNACEMember,en,http://www.xbrl.org/2003/role/label,Economic activities NACE [member]
esrs_EcosystemCategoryTypedAxis,en,http://www.xbrl.org/2003/role/label,Ecosystem category [typed axis]
esrs_EffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunity,en,http://www.xbrl.org/2003/role/label,"Effectiveness of policies and actions is tracked in relation to material sustainability-related impact, risk and opportunity"
esrs_ElectrificationMember,en,http://www.xbrl.org/2003/role/label,Electrification [member]
esrs_EmissionsCoveredByCarbonPricingSchemesAbstract,en,http://www.xbrl.org/2003/role/label,Emissions covered by carbon pricing schemes [abstract]
esrs_EmissionsCoveredByCarbonPricingSchemesLineItems,en,http://www.xbrl.org/2003/role/label,Emissions covered by carbon pricing schemes [line items]
esrs_EmissionsCoveredByCarbonPricingSchemesTable,en,http://www.xbrl.org/2003/role/label,Emissions covered by carbon pricing schemes [table]
esrs_EmissionsToAir,en,http://www.xbrl.org/2003/role/label,Emissions to air
esrs_EmissionsToSoil,en,http://www.xbrl.org/2003/role/label,Emissions to soil
esrs_EmissionsToWater,en,http://www.xbrl.org/2003/role/label,Emissions to water
esrs_EmployeeCategoryTypedAxis,en,http://www.xbrl.org/2003/role/label,Employee category [typed axis]
esrs_EmployeesAndNonemployeesAxis,en,http://www.xbrl.org/2003/role/label,Employees and non-employees [axis]
esrs_EmployeesAndNonemployeesNAMember,en,http://www.xbrl.org/2003/role/label,Employees and non-employees / NA [member]
esrs_EmployeesAndNonemployeesNAMember,en,http://www.xbrl.org/2003/role/totalLabel,Total employees and non-employees / NA [member]
esrs_EmployeesAxis,en,http://www.xbrl.org/2003/role/label,Employees [axis]
esrs_EmployeesMember,en,http://www.xbrl.org/2003/role/label,Employees [member]
esrs_EmployeesNumbersAreReportedUsingAnotherMethodology,en,http://www.xbrl.org/2003/role/label,Employees numbers are reported using another methodology
esrs_EmploymentAndInclusionOfPersonsWithDisabilitiesForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Employment and inclusion of persons with disabilities for own workforce [member]
esrs_EmploymentAndInclusionOfPersonsWithDisabilitiesForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Employment and inclusion of persons with disabilities for value chain workers [member]
esrs_EndHungerAchieveFoodSecurityAndImprovedNutritionAndPromoteSustainableAgricultureMember,en,http://www.xbrl.org/2003/role/label,"2 - End hunger, achieve food security and improved nutrition and promote sustainable agriculture [member]"
esrs_EndPovertyInAllItsFormsEverywhereMember,en,http://www.xbrl.org/2003/role/label,1 - End poverty in all its forms everywhere [member]
esrs_EnergyConsumptionFromActivitiesInHighClimateImpactSectors,en,http://www.xbrl.org/2003/role/label,Energy consumption from activities in high climate impact sectors
esrs_EnergyConsumptionFromActivitiesInHighClimateImpactSectors,en,http://www.xbrl.org/2003/role/totalLabel,Total energy consumption from activities in high climate impact sectors
esrs_EnergyConsumptionFromFossilSources,en,http://www.xbrl.org/2003/role/label,Energy consumption from fossil sources
esrs_EnergyConsumptionFromFossilSources,en,http://www.xbrl.org/2003/role/totalLabel,Total energy consumption from fossil sources
esrs_EnergyConsumptionFromNuclearSources,en,http://www.xbrl.org/2003/role/label,Energy consumption from nuclear sources
esrs_EnergyConsumptionFromNuclearSources,en,http://www.xbrl.org/2003/role/totalLabel,Total energy consumption from nuclear sources
esrs_EnergyConsumptionFromRenewableSources,en,http://www.xbrl.org/2003/role/label,Energy consumption from renewable sources
esrs_EnergyConsumptionFromRenewableSources,en,http://www.xbrl.org/2003/role/totalLabel,Total energy consumption from renewable sources
esrs_EnergyConsumptionRelatedToOwnOperations,en,http://www.xbrl.org/2003/role/label,Energy consumption related to own operations
esrs_EnergyConsumptionRelatedToOwnOperations,en,http://www.xbrl.org/2003/role/totalLabel,Total energy consumption related to own operations
esrs_EnergyEfficiencyAndConsumptionReductionMember,en,http://www.xbrl.org/2003/role/label,Energy efficiency and consumption reduction [member]
esrs_EnergyEfficiencyClassTypedAxis,en,http://www.xbrl.org/2003/role/label,Energy efficiency class [typed axis]
esrs_EnergyEfficiencyMember,en,http://www.xbrl.org/2003/role/label,Energy efficiency [member]
esrs_EnergyIntensityFromActivitiesInHighClimateImpactSectorsTotalEnergyConsumptionPerNetRevenue,en,http://www.xbrl.org/2003/role/label,Energy intensity from activities in high climate impact sectors (total energy consumption per net revenue)
esrs_EngagementWithStakeholdersOccurs,en,http://www.xbrl.org/2003/role/label,Engagement with stakeholders occurs
esrs_EngineeringMember,en,http://www.xbrl.org/2003/role/label,Engineering [member]
esrs_EnsureAccessToAffordableReliableSustainableAndModernEnergyForAllMember,en,http://www.xbrl.org/2003/role/label,"7 - Ensure access to affordable, reliable, sustainable and modern energy for all [member]"
esrs_EnsureAvailabilityAndSustainableManagementOfWaterAndSanitationForAllMember,en,http://www.xbrl.org/2003/role/label,6 - Ensure availability and sustainable management of water and sanitation for all [member]
esrs_EnsureHealthyLivesAndPromoteWellbeingForAllAtAllAgesMember,en,http://www.xbrl.org/2003/role/label,3 - Ensure healthy lives and promote well-being for all at all ages [member]
esrs_EnsureInclusiveAndEquitableQualityEducationAndPromoteLifelongLearningOpportunitiesForAllMember,en,http://www.xbrl.org/2003/role/label,4 - Ensure inclusive and equitable quality education and promote lifelong learning opportunities for all [member]
esrs_EnsureSustainableConsumptionAndProductionPatternsMember,en,http://www.xbrl.org/2003/role/label,12 - Ensure sustainable consumption and production patterns [member]
esrs_EqualTreatmentAndOpportunitiesForAllForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Equal treatment and opportunities for all for own workforce [member]
esrs_EqualTreatmentAndOpportunitiesForAllForValueChainWorkersMember,en,http://www.xbrl.org/2003/role/label,Equal treatment and opportunities for all for value chain workers [member]
esrs_EstablishedByUndertakingMember,en,http://www.xbrl.org/2003/role/label,Established by undertaking [member]
esrs_EstablishedThroughParticipationInThirdpartyMechanismsMember,en,http://www.xbrl.org/2003/role/label,Established through participation in third-party mechanisms [member]
esrs_EstablishmentOfSpecificChannelsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersToRaiseConcernsOrNeeds,en,http://www.xbrl.org/2003/role/label,Establishment of specific channels for own workforce / value chain workers / affected communities / consumers and end-users to raise concerns or needs
esrs_EstablishmentOfSpecificChannelsToRaiseConcernsOrNeedsAxis,en,http://www.xbrl.org/2003/role/label,Establishment of specific channels to raise concerns or needs [axis]
esrs_EstablishmentOfSpecificChannelsToRaiseConcernsOrNeedsMember,en,http://www.xbrl.org/2003/role/label,Establishment of specific channels to raise concerns or needs [member]
esrs_EstimatedAmountOfPotentiallyStrandedAssets,en,http://www.xbrl.org/2003/role/label,Estimated amount of potentially stranded assets
esrs_EstimatedValueMember,en,http://www.xbrl.org/2003/role/label,Estimated value [member]
esrs_EstimationMember,en,http://www.xbrl.org/2003/role/label,Estimation [member]
esrs_EuropeanStandardsApprovedByEuropeanStandardisationSystemIsoNOIecOrCenNOCenelecStandardsHaveBeenReliedOn,en,http://www.xbrl.org/2003/role/label,European standards approved by European Standardisation System (ISO/IEC or CEN/CENELEC standards) have been relied on
esrs_ExistenceOfWorksCouncilsForOwnWorkforceMember,en,http://www.xbrl.org/2003/role/label,Existence of works councils for own workforce [member]
esrs_ExpectedChangesToNetRevenueFromLowcarbonProductsAndServicesOrAdaptationSolutionsToWhichUndertakingHasOrMayHaveAccess,en,http://www.xbrl.org/2003/role/label,Expected changes to net revenue from low-carbon products and services or adaptation solutions to which undertaking has or may have access
esrs_ExpectedChangesToNetRevenueFromLowcarbonProductsAndServicesOrAdaptationSolutionsToWhichUndertakingHasOrMayHaveAccess,en,http://www.xbrl.org/2003/role/commentaryGuidance,This XBRL element requires the use of positive/negative fact values to indicate if the amount is increased (+) or decreased (-).
esrs_ExpectedCostSavingsFromClimateChangeAdaptationActions,en,http://www.xbrl.org/2003/role/label,Expected cost savings from climate change adaptation actions
esrs_ExpectedCostSavingsFromClimateChangeMitigationActions,en,http://www.xbrl.org/2003/role/label,Expected cost savings from climate change mitigation actions
esrs_ExpectedGHGEmissionReductions,en,http://www.xbrl.org/2003/role/label,Expected GHG emission reductions
esrs_ExpertJudgementMember,en,http://www.xbrl.org/2003/role/label,Expert judgement [member]
esrs_ExplanationOfAnotherMethodologyUsedToCompileDataEmployeesExplanatory,en,http://www.xbrl.org/2003/role/label,Explanation of another methodology used to compile data (employees) [text block]
esrs_ExplanationOfAnotherMethodologyUsedToCompileDataNonemployeesExplanatory,en,http://www.xbrl.org/2003/role/label,Explanation of another methodology used to compile data (non-employees) [text block]
esrs_ExplanationOfAnyObjectiveOrPlansCapExCapExPlansOpExForAligningEconomicActivitiesRevenuesCapExOpExWithCriteriaEstablishedInCommissionDelegatedRegulation2021NO2139Explanatory,en,http://www.xbrl.org/2003/role/label,"Explanation of any objective or plans (CapEx, CapEx plans, OpEx) for aligning economic activities (revenues, CapEx, OpEx) with criteria established in Commission Delegated Regulation 2021/2139 [text block]"
