parentId,childId,order
esrs_MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4LineItems,esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,10.0
esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,esrs_ActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOriginateFromOrAreConnectedToStrategyAndBusinessModels,10.0
esrs_ActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOriginateFromOrAreConnectedToStrategyAndBusinessModels,esrs_DisclosureOfHowActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOriginateFromOrAreConnectedToStrategyAndBusinessModelsExplanatory,10.0
esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,esrs_ActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersInformAndContributeToAdaptingStrategyAndBusinessModel,20.0
esrs_ActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersInformAndContributeToAdaptingStrategyAndBusinessModel,esrs_DisclosureOfHowActualAndPotentialImpactsOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersInformAndContributeToAdaptingStrategyAndBusinessModelExplanatory,10.0
esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,esrs_AllPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersWhoCouldBeMateriallyImpactedByUndertakingAreIncludedInScopeOfDisclosureUnderESRS2,30.0
esrs_AllPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersWhoCouldBeMateriallyImpactedByUndertakingAreIncludedInScopeOfDisclosureUnderESRS2,esrs_MaterialNegativeImpactsOccurrenceWorkersInValueChainWorkersAffectedCommunitiesConsumersAndEndUsers,20.0
esrs_AllPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersWhoCouldBeMateriallyImpactedByUndertakingAreIncludedInScopeOfDisclosureUnderESRS2,esrs_DescriptionOfActivitiesThatResultInPositiveImpactsAndTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersThatArePositivelyAffectedOrCouldBePositivelyAffectedExplanatory,30.0
esrs_AllPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersWhoCouldBeMateriallyImpactedByUndertakingAreIncludedInScopeOfDisclosureUnderESRS2,esrs_DisclosureOfSpecificCountriesOrRegionsWherePositiveImpactsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOccurExplanatory,40.0
esrs_DisclosureOfSpecificCountriesOrRegionsWherePositiveImpactsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOccurExplanatory,esrs_CountriesWherePositiveImpactsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOccur,10.0
esrs_AllPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersWhoCouldBeMateriallyImpactedByUndertakingAreIncludedInScopeOfDisclosureUnderESRS2,esrs_DescriptionOfTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersSubjectToMaterialImpactsExplanatory,10.0
esrs_DescriptionOfTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersSubjectToMaterialImpactsExplanatory,esrs_TypeOfConsumersAndEndusersSubjectToMaterialImpactsByOwnOperationsOrThroughValueChain,10.0
esrs_DescriptionOfTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersSubjectToMaterialImpactsExplanatory,esrs_UnderstandingOfHowConsumersAndEndusersWithParticularCharacteristicsOrThoseUsingParticularProductsOrServicesMayBeAtGreaterRiskOfHarmHasBeenDeveloped,20.0
esrs_UnderstandingOfHowConsumersAndEndusersWithParticularCharacteristicsOrThoseUsingParticularProductsOrServicesMayBeAtGreaterRiskOfHarmHasBeenDeveloped,esrs_DisclosureOfHowUnderstandingOfHowConsumersAndEndusersWithParticularCharacteristicsOrThoseUsingParticularProductsOrServicesMayBeAtGreaterRiskOfHarmHasBeenDevelopedExplanatory,10.0
esrs_MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4LineItems,esrs_DescriptionOfMaterialRisksAndOrOpportunitiesResultingFromMaterialityAssessmentExplanatory,20.0
esrs_DescriptionOfMaterialRisksAndOrOpportunitiesResultingFromMaterialityAssessmentExplanatory,esrs_DisclosureOfRelationshipBetweenMaterialRisksAndOpportunitiesArisingFromImpactsAndDependenciesOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersAndStrategyAndBusinessModelExplanatory,10.0
esrs_DisclosureOfRelationshipBetweenMaterialRisksAndOpportunitiesArisingFromImpactsAndDependenciesOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersAndStrategyAndBusinessModelExplanatory,esrs_MaterialRisksAndOpportunitiesArisingFromImpactsAndDependenciesOnPeopleInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersRelateToSpecificGroups,10.0
esrs_MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4Table,esrs_TopicalESRSAxis,2.0
esrs_TopicalESRSAxis,esrs_TopicTopicUnspecifiedMember,10.0
esrs_TopicTopicUnspecifiedMember,esrs_ESRSS4ConsumersAndEndusersMember,10.0
esrs_MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4Table,esrs_IdentifierOfImpactRiskAndOpportunityTypedAxis,1.0
esrs_MinimumDisclosureRequirementResourcesGeneralAbstract,esrs_MinimumDisclosureRequirementResourcesAbstract,10.0
esrs_MinimumDisclosureRequirementResourcesAbstract,esrs_MinimumDisclosureRequirementResourcesTable,10.0
esrs_MinimumDisclosureRequirementResourcesAbstract,esrs_MinimumDisclosureRequirementResourcesLineItems,20.0
esrs_MinimumDisclosureRequirementResourcesLineItems,esrs_DisclosureOfSignificantOperationalExpendituresOpexAndOrCapitalExpendituresCapexRequiredForImplementationOfActionPlanExplanatory,10.0
esrs_DisclosureOfSignificantOperationalExpendituresOpexAndOrCapitalExpendituresCapexRequiredForImplementationOfActionPlanExplanatory,esrs_DescriptionOfTypeOfCurrentAndFutureFinancialAndOtherResourcesAllocatedToActionPlanExplanatory,20.0
esrs_DisclosureOfSignificantOperationalExpendituresOpexAndOrCapitalExpendituresCapexRequiredForImplementationOfActionPlanExplanatory,esrs_AbilityToImplementActionOrActionPlanDependsOnSpecificPreconditions,30.0
esrs_DisclosureOfSignificantOperationalExpendituresOpexAndOrCapitalExpendituresCapexRequiredForImplementationOfActionPlanExplanatory,esrs_ExplanationOfHowCurrentFinancialResourcesRelateToMostRelevantAmountsPresentedInFinancialStatementsExplanatory,40.0
esrs_DisclosureOfSignificantOperationalExpendituresOpexAndOrCapitalExpendituresCapexRequiredForImplementationOfActionPlanExplanatory,esrs_NameOrIdentifierOfActionPlan,10.0
esrs_MinimumDisclosureRequirementResourcesTable,esrs_IdentifierOfActionPlanTypedAxis,3.0
esrs_MinimumDisclosureRequirementResourcesGeneralAbstract,esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedAbstract,20.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedAbstract,esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedTable,10.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedAbstract,esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedLineItems,20.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedLineItems,esrs_FinancialResourcesAllocatedToActionPlanCapEx,20.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedLineItems,esrs_FinancialResourcesAllocatedToActionPlanOpEx,10.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedTable,esrs_ReportingScopeAxis,7.0
esrs_ReportingScopeAxis,esrs_CurrentAndRetrospectiveMember,10.0
esrs_CurrentAndRetrospectiveMember,esrs_MediumtermMember,20.0
esrs_CurrentAndRetrospectiveMember,esrs_LongtermMember,40.0
esrs_CurrentAndRetrospectiveMember,esrs_ShorttermMember,10.0
esrs_CurrentAndRetrospectiveMember,esrs_RestatedCorrectedOrRevisedMember,30.0
esrs_MinimumDisclosureRequirementFinancialResourcesAllocatedToActionPlansDetailedTable,esrs_IdentifierOfActionPlanTypedAxis,0.0
esrs_DisclosureOfCompositionOfAdministrativeManagementAndSupervisoryBodiesTheirRolesAndResponsibilitiesAndAccessToExpertiseAndSkillsWithRegardToSustainabilityMattersExplanatory,esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,10.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_NumberOfNonexecutiveMembers,20.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_InformationAboutRepresentationOfEmployeesAndOtherWorkersExplanatory,30.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_InformationAboutMembersExperienceRelevantToSectorsProductsAndGeographicLocationsOfUndertakingExplanatory,40.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_PercentageOfIndependentBoardMembers,80.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderAbstract,50.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderAbstract,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderTable,10.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderAbstract,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderLineItems,20.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderLineItems,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodies,10.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByGenderTable,esrs_GenderAxis,2.0
esrs_GenderAxis,esrs_GenderMember,10.0
esrs_GenderMember,esrs_FemaleMember,10.0
esrs_GenderMember,esrs_MaleMember,20.0
esrs_GenderMember,esrs_OtherThanFemaleAndMaleMember,30.0
esrs_GenderMember,esrs_GenderNotReportedMember,40.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_NumberOfExecutiveMembers,10.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_BoardsGenderDiversityRatio,70.0
esrs_InformationAboutCompositionAndDiversityOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityAbstract,60.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityAbstract,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityTable,10.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityAbstract,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityLineItems,20.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityLineItems,esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodies,10.0
esrs_PercentageOfMembersOfAdministrativeManagementAndSupervisoryBodiesByOtherAspectsOfDiversityTable,esrs_NameOfOtherThanGenderAspectOfDiversityTypedAxis,2.0
esrs_DisclosureOfCompositionOfAdministrativeManagementAndSupervisoryBodiesTheirRolesAndResponsibilitiesAndAccessToExpertiseAndSkillsWithRegardToSustainabilityMattersExplanatory,esrs_InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory,20.0
esrs_InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_InformationAboutIdentityOfAdministrativeManagementAndSupervisoryBodiesOrIndividualsWithinBodyResponsibleForOversightOfImpactsRisksAndOpportunitiesExplanatory,10.0
esrs_InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,30.0
esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,esrs_ManagementsRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesIsDelegatedToSpecificManagementlevelPositionOrCommittee,10.0
esrs_ManagementsRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesIsDelegatedToSpecificManagementlevelPositionOrCommittee,esrs_DescriptionOfHowOversightIsExercisedOverManagementlevelPositionOrCommitteeToWhichManagementsRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesIsDelegatedToExplanatory,10.0
esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,esrs_DedicatedControlsAndProceduresAreAppliedToManagementOfImpactsRisksAndOpportunities,30.0
esrs_DedicatedControlsAndProceduresAreAppliedToManagementOfImpactsRisksAndOpportunities,esrs_DisclosureOfHowDedicatedControlsAndProceduresAppliedToManagementOfImpactsRisksAndOpportunitiesAreIntegratedWithOtherInternalFunctionsExplanatory,10.0
esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,esrs_InformationAboutReportingLinesToAdministrativeManagementAndSupervisoryBodiesInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,20.0
esrs_InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesAndSeniorExecutiveManagementOverseeSettingOfTargetsRelatedToMaterialImpactsRisksAndOpportunitiesAndHowProgressTowardsThemIsMonitoredExplanatory,40.0
esrs_InformationAboutRolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesExplanatory,esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedAbstract,20.0
esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedAbstract,esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedTable,10.0
esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedAbstract,esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedLineItems,20.0
esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedLineItems,esrs_DisclosureOfHowBodysOrIndividualSWithinBodyResponsibilitiesForImpactsRisksAndOpportunitiesAreReflectedInUndertakingsTermsOfReferenceBoardMandatesAndOtherRelatedPoliciesExplanatory,10.0
esrs_RolesAndResponsibilitiesOfAdministrativeManagementAndSupervisoryBodiesDetailedTable,esrs_AdministrativeManagementAndSupervisoryBodiesAxis,1.0
esrs_AdministrativeManagementAndSupervisoryBodiesAxis,esrs_AdministrativeManagementAndSupervisoryBodiesMember,10.0
esrs_AdministrativeManagementAndSupervisoryBodiesMember,esrs_AdministrativeBodyMember,10.0
esrs_AdministrativeManagementAndSupervisoryBodiesMember,esrs_ManagementBodyMember,20.0
esrs_AdministrativeManagementAndSupervisoryBodiesMember,esrs_SupervisoryBodyMember,30.0
esrs_DisclosureOfCompositionOfAdministrativeManagementAndSupervisoryBodiesTheirRolesAndResponsibilitiesAndAccessToExpertiseAndSkillsWithRegardToSustainabilityMattersExplanatory,esrs_DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesDetermineWhetherAppropriateSkillsAndExpertiseAreAvailableOrWillBeDevelopedToOverseeSustainabilityMattersExplanatory,30.0
esrs_DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesDetermineWhetherAppropriateSkillsAndExpertiseAreAvailableOrWillBeDevelopedToOverseeSustainabilityMattersExplanatory,esrs_InformationAboutSustainabilityrelatedExpertiseThatBodiesEitherDirectlyPossessOrCanLeverageExplanatory,10.0
esrs_DisclosureOfHowAdministrativeManagementAndSupervisoryBodiesDetermineWhetherAppropriateSkillsAndExpertiseAreAvailableOrWillBeDevelopedToOverseeSustainabilityMattersExplanatory,esrs_DisclosureOfHowSustainabilityrelatedSkillsAndExpertiseRelateToMaterialImpactsRisksAndOpportunitiesExplanatory,20.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesGeneralAbstract,esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesAbstract,10.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesAbstract,esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesTable,10.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesAbstract,esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesLineItems,20.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesLineItems,esrs_DisclosureOfPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,20.0
esrs_DisclosureOfPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_PotentialMarketSizeOfLowcarbonProductsAndServicesOrAdaptationSolutionsToWhichUndertakingHasOrMayHaveAccess,30.0
esrs_DisclosureOfPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_ExpectedChangesToNetRevenueFromLowcarbonProductsAndServicesOrAdaptationSolutionsToWhichUndertakingHasOrMayHaveAccess,40.0
esrs_DisclosureOfPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_ExpectedCostSavingsFromClimateChangeAdaptationActions,20.0
esrs_DisclosureOfPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_ExpectedCostSavingsFromClimateChangeMitigationActions,10.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesLineItems,esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsLiabilitiesAndNetRevenueAtMaterialTransitionRiskExplanatory,30.0
esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsLiabilitiesAndNetRevenueAtMaterialTransitionRiskExplanatory,esrs_Revenue,30.0
esrs_Revenue,esrs_NetRevenueAtMaterialTransitionRisk,10.0
esrs_Revenue,esrs_AdjustingItemsToNetRevenueAtMaterialTransitionRisk,20.0
esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsLiabilitiesAndNetRevenueAtMaterialTransitionRiskExplanatory,esrs_Assets,10.0
esrs_Assets,esrs_CarryingAmountOfAssetsAtMaterialTransitionRisk,10.0
esrs_Assets,esrs_AdjustingItemsToAssetsAtMaterialTransitionRisk,20.0
esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsLiabilitiesAndNetRevenueAtMaterialTransitionRiskExplanatory,esrs_Liabilities,20.0
esrs_Liabilities,esrs_AdjustingItemsToLiabilitiesAtMaterialTransitionRisk,20.0
esrs_Liabilities,esrs_CarryingAmountOfLiabilitiesAtMaterialTransitionRisk,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_CarryingAmountOfRealEstateAssetsForWhichEnergyConsumptionIsBasedOnInternalEstimates,20.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_MonetisedGrossScope1And2GHGEmissions,80.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_PotentialEffectsOnFutureFinancialPerformanceAndPositionForAssetsAndBusinessActivitiesAtMaterialTransitionRiskHaveBeenAssessed,40.0
esrs_PotentialEffectsOnFutureFinancialPerformanceAndPositionForAssetsAndBusinessActivitiesAtMaterialTransitionRiskHaveBeenAssessed,esrs_DisclosureOfHowPotentialEffectsOnFutureFinancialPerformanceAndPositionForAssetsAndBusinessActivitiesAtMaterialTransitionRiskHaveBeenAssessedExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_NumberOfScope1GHGEmissionAllowancesWithinRegulatedEmissionTradingSchemes,60.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_MonetisedTotalGHGEmissions,90.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_PercentageOfAssetsAtMaterialTransitionRiskAddressedByClimateChangeMitigationActions,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_NumberOfEmissionAllowancesStoredFromPreviousAllowancesAtBeginningOfReportingPeriod,70.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,esrs_AssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialTransitionRiskReliesOnOrIsPartOfProcessToDetermineMaterialTransitionRisksAndToDetermineScenarios,50.0
esrs_AssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialTransitionRiskReliesOnOrIsPartOfProcessToDetermineMaterialTransitionRisksAndToDetermineScenarios,esrs_DisclosureOfHowAssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialTransitionRiskReliesOnOrIsPartOfProcessToDetermineMaterialTransitionRisksAndToDetermineScenariosExplanatory,10.0
esrs_AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesTable,esrs_ReportingScopeAxis,1.0
esrs_ReportingScopeAxis,esrs_CurrentAndRetrospectiveMember,10.0
esrs_CurrentAndRetrospectiveMember,esrs_RestatedCorrectedOrRevisedMember,10.0
esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksGeneralAbstract,esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksAbstract,10.0
esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksAbstract,esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksTable,10.0
esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksAbstract,esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksLineItems,20.0
esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksLineItems,esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,esrs_DisclosureOfLocationOfSignificantAssetsAtMaterialPhysicalRiskExplanatory,20.0
esrs_DisclosureOfLocationOfSignificantAssetsAtMaterialPhysicalRiskExplanatory,esrs_NutsCodesForLocationOfSignificantAssetsAtMaterialPhysicalRisk,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,esrs_AnticipatedFinancialEffectsForAssetsAndBusinessActivitiesAtMaterialPhysicalRiskHaveBeenAssessed,40.0
esrs_AnticipatedFinancialEffectsForAssetsAndBusinessActivitiesAtMaterialPhysicalRiskHaveBeenAssessed,esrs_DisclosureOfHowAnticipatedFinancialEffectsForAssetsAndBusinessActivitiesAtMaterialPhysicalRiskHaveBeenAssessedExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,esrs_AssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialPhysicalRiskReliesOnOrIsPartOfProcessToDetermineMaterialPhysicalRiskAndToDetermineClimateScenarios,50.0
esrs_AssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialPhysicalRiskReliesOnOrIsPartOfProcessToDetermineMaterialPhysicalRiskAndToDetermineClimateScenarios,esrs_DisclosureOfHowAssessmentOfAssetsAndBusinessActivitiesConsideredToBeAtMaterialPhysicalRiskReliesOnOrIsPartOfProcessToDetermineMaterialPhysicalRiskAndToDetermineClimateScenariosExplanatory,10.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsAndNetRevenueAtMaterialPhysicalRiskExplanatory,30.0
esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsAndNetRevenueAtMaterialPhysicalRiskExplanatory,esrs_Assets,10.0
esrs_Assets,esrs_CarryingAmountOfAssetsAtMaterialPhysicalRisk,10.0
esrs_Assets,esrs_AdjustingItemsToAssetsAtMaterialPhysicalRisk,20.0
esrs_DisclosureOfReconciliationsWithFinancialStatementsOfSignificantAmountsOfAssetsAndNetRevenueAtMaterialPhysicalRiskExplanatory,esrs_Revenue,20.0
esrs_Revenue,esrs_NetRevenueAtMaterialPhysicalRisk,10.0
esrs_Revenue,esrs_AdjustingItemsToNetRevenueAtMaterialPhysicalRisk,20.0
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,esrs_PercentageOfAssetsAtMaterialPhysicalRiskAddressedByClimateChangeAdaptationActions,10.0
esrs_AnticipatedFinancialEffectsFromMaterialPhysicalRisksTable,esrs_ReportingScopeAxis,1.0
esrs_ReportingScopeAxis,esrs_CurrentAndRetrospectiveMember,10.0
esrs_CurrentAndRetrospectiveMember,esrs_RestatedCorrectedOrRevisedMember,10.0
