name,id,type,substitutionGroup,balance,abstract,nillable
MME_C2899,,dtr-types:domainItemType,,,,
MTA_C1412,,dtr-types:domainItemType,,,,
MEL_C2731,,dtr-types:domainItemType,,,,
MMP_C2453,,dtr-types:domainItemType,,,,
SPS_S9420,,dtr-types:domainItemType,,,,
MEL_C2720,,dtr-types:domainItemType,,,,
MMP_C2442,,dtr-types:domainItemType,,,,
INS_K6520,,dtr-types:domainItemType,,,,
MSE_C3240,,dtr-types:domainItemType,,,,
TMC_J5913,,dtr-types:domainItemType,,,,
FCM_K6430,,dtr-types:domainItemType,,,,
MCF_C3101,,dtr-types:domainItemType,,,,
SST_G4725,,dtr-types:domainItemType,,,,
MCM_C1910,,dtr-types:domainItemType,,,,
MME_C2829,,dtr-types:domainItemType,,,,
AAF_A0112,,dtr-types:domainItemType,,,,
MFB_C1051,,dtr-types:domainItemType,,,,
TMC_J5821,,dtr-types:domainItemType,,,,
SPS_S9603,,dtr-types:domainItemType,,,,
MDE,,dtr-types:domainItemType,,,,
SPS_M7111,,dtr-types:domainItemType,,,,
EWW_E3832,,dtr-types:domainItemType,,,,
FOR,,dtr-types:domainItemType,,,,
SPS_M7420,,dtr-types:domainItemType,,,,
SST_G4644,,dtr-types:domainItemType,,,,
TMC_J5813,,dtr-types:domainItemType,,,,
SPS_N8010,,dtr-types:domainItemType,,,,
MMP_C2445,,dtr-types:domainItemType,,,,
MFB_C1091,,dtr-types:domainItemType,,,,
CCE_F4333,,dtr-types:domainItemType,,,,
SPS_N7990,,dtr-types:domainItemType,,,,
MTA_C1391,,dtr-types:domainItemType,,,,
TRO_H5310,,dtr-types:domainItemType,,,,
EWW,,dtr-types:domainItemType,,,,
SST_G4636,,dtr-types:domainItemType,,,,
MCF_C2349,,dtr-types:domainItemType,,,,
EOG_E3821,,dtr-types:domainItemType,,,,
FCI_K6420,,dtr-types:domainItemType,,,,
FCI_K6419,,dtr-types:domainItemType,,,,
ERL_R9003,,dtr-types:domainItemType,,,,
HHC_Q8623,,dtr-types:domainItemType,,,,
CCE_F4120,,dtr-types:domainItemType,,,,
MMB_C2312,,dtr-types:domainItemType,,,,
MPB_C2120,,dtr-types:domainItemType,,,,
MMB_C2352,,dtr-types:domainItemType,,,,
MTA_C3212,,dtr-types:domainItemType,,,,
MCP_C2020,,dtr-types:domainItemType,,,,
HAC_I5590,,dtr-types:domainItemType,,,,
EPU_D3522,,dtr-types:domainItemType,,,,
SST_G4677,,dtr-types:domainItemType,,,,
AAF_A0145,,dtr-types:domainItemType,,,,
SST_G4651,,dtr-types:domainItemType,,,,
SED_P8541,,dtr-types:domainItemType,,,,
TMC_J6190,,dtr-types:domainItemType,,,,
FCI,,dtr-types:domainItemType,,,,
MTA_C1310,,dtr-types:domainItemType,,,,
MFB_C1084,,dtr-types:domainItemType,,,,
MCP_C2013,,dtr-types:domainItemType,,,,
AAF_A0126,,dtr-types:domainItemType,,,,
MCF_C2342,,dtr-types:domainItemType,,,,
AAF_A0119,,dtr-types:domainItemType,,,,
MCP_C2053,,dtr-types:domainItemType,,,,
SST_G4611,,dtr-types:domainItemType,,,,
TRO_H4941,,dtr-types:domainItemType,,,,
SST_G4622,,dtr-types:domainItemType,,,,
SST_G4721,,dtr-types:domainItemType,,,,
SPS_M7490,,dtr-types:domainItemType,,,,
MEL_C2680,,dtr-types:domainItemType,,,,
SED_M7220,,dtr-types:domainItemType,,,,
SST_G4765,,dtr-types:domainItemType,,,,
SST_G4666,,dtr-types:domainItemType,,,,
MMI_B0893,,dtr-types:domainItemType,,,,
SST_G4618,,dtr-types:domainItemType,,,,
MME_C2895,,dtr-types:domainItemType,,,,
MMP_C3211,,dtr-types:domainItemType,,,,
INS_K6512,,dtr-types:domainItemType,,,,
SPS_N8230,,dtr-types:domainItemType,,,,
AAF_A0130,,dtr-types:domainItemType,,,,
TMC_J6120,,dtr-types:domainItemType,,,,
ERL_R9102,,dtr-types:domainItemType,,,,
MMI_B0812,,dtr-types:domainItemType,,,,
EWW_E3821,,dtr-types:domainItemType,,,,
HAC_I5520,,dtr-types:domainItemType,,,,
MEL_S9521,,dtr-types:domainItemType,,,,
SST_G4754,,dtr-types:domainItemType,,,,
HHC_M7500,,dtr-types:domainItemType,,,,
MMB_C2319,,dtr-types:domainItemType,,,,
SST_G4776,,dtr-types:domainItemType,,,,
TTR_H4920,,dtr-types:domainItemType,,,,
TMC_J6399,,dtr-types:domainItemType,,,,
MMP_C2434,,dtr-types:domainItemType,,,,
MTA_C1420,,dtr-types:domainItemType,,,,
MME_C2814,,dtr-types:domainItemType,,,,
MTA_C1431,,dtr-types:domainItemType,,,,
MDE_H5122,,dtr-types:domainItemType,,,,
MFB_C1102,,dtr-types:domainItemType,,,,
SupervisoryBodyMember,,dtr-types:domainItemType,,,,
ManagementBodyMember,,dtr-types:domainItemType,,,,
AdministrativeBodyMember,,dtr-types:domainItemType,,,,
AdministrativeManagementAndSupervisoryBodiesMember,,dtr-types:domainItemType,,,,
ConsolidatedMember,,dtr-types:domainItemType,,,,
IndividualMember,,dtr-types:domainItemType,,,,
RelativeTargetMember,,dtr-types:domainItemType,,,,
AbsoluteTargetMember,,dtr-types:domainItemType,,,,
OtherFormsOfDiscriminationCoveredByEuRegulationAndNationalLawAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
AgeGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
RacialAndEthnicOriginGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
SexGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
PoliticalOpinionGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
ReligionGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
SocialOriginGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
NationalExtractionGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
SexualOrientationGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
DisabilityGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
GenderIdentityGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
ColourGroundsForDiscriminationAndDiversityAreSpecificallyCoveredInPolicyMember,,dtr-types:domainItemType,,,,
PlannedMember,,dtr-types:domainItemType,,,,
TakenMember,,dtr-types:domainItemType,,,,
SubstancesProductionUseDistributionOrCommercialisationImportAndExportMember,,dtr-types:domainItemType,,,,
ExportMember,,dtr-types:domainItemType,,,,
ImportMember,,dtr-types:domainItemType,,,,
DistributionOrCommercialisationMember,,dtr-types:domainItemType,,,,
UseMember,,dtr-types:domainItemType,,,,
CompensationOrOffsetsMember,,dtr-types:domainItemType,,,,
RestorationAndRehabilitationMember,,dtr-types:domainItemType,,,,
MinimisationMember,,dtr-types:domainItemType,,,,
AvoidanceMember,,dtr-types:domainItemType,,,,
ESRSG1BusinessConductMember,,dtr-types:domainItemType,,,,
ESRSE5ResourceUseAndCircularEconomyMember,,dtr-types:domainItemType,,,,
ESRSE3WaterAndMarineResourcesMember,,dtr-types:domainItemType,,,,
ESRSE2PollutionMember,,dtr-types:domainItemType,,,,
OtherDirectImpactDriversOfBiodiversityLossMember,,dtr-types:domainItemType,,,,
PollutionMember,,dtr-types:domainItemType,,,,
InvasiveAlienSpeciesMember,,dtr-types:domainItemType,,,,
DirectExploitationMember,,dtr-types:domainItemType,,,,
LandUseChangeMember,,dtr-types:domainItemType,,,,
ClimateChangeMember,,dtr-types:domainItemType,,,,
ImpactsAndDependenciesOnEcosystemServicesMember,,dtr-types:domainItemType,,,,
ImpactsOnExtentAndConditionOfEcosystemsMember,,dtr-types:domainItemType,,,,
ImpactsOnStateOfSpeciesMember,,dtr-types:domainItemType,,,,
DirectImpactDriversOfBiodiversityLossMember,,dtr-types:domainItemType,,,,
ESRSS4ConsumersAndEndusersMember,,dtr-types:domainItemType,,,,
ESRSS3AffectedCommunitiesMember,,dtr-types:domainItemType,,,,
ESRSS2WorkersInValueChainMember,,dtr-types:domainItemType,,,,
ESRSS1OwnWorkforceMember,,dtr-types:domainItemType,,,,
ESRSE4BiodiversityAndEcosystemsMember,,dtr-types:domainItemType,,,,
ESRSE1ClimateChangeMember,,dtr-types:domainItemType,,,,
TopicTopicUnspecifiedMember,,dtr-types:domainItemType,,,,
DisposalMember,,dtr-types:domainItemType,,,,
OtherRecoveryMember,,dtr-types:domainItemType,,,,
RecyclingMember,,dtr-types:domainItemType,,,,
PreparationForReuseMember,,dtr-types:domainItemType,,,,
PreventionMember,,dtr-types:domainItemType,,,,
WasteMember,,dtr-types:domainItemType,,,,
ResourceOutflowsRelatedToProductsAndServicesMember,,dtr-types:domainItemType,,,,
ResourceInflowsMember,,dtr-types:domainItemType,,,,
ExtractionAndUseOfMarineResourcesMember,,dtr-types:domainItemType,,,,
WaterDischargesMember,,dtr-types:domainItemType,,,,
WaterConsumptionMember,,dtr-types:domainItemType,,,,
WaterWithdrawalsMember,,dtr-types:domainItemType,,,,
SubstancesOfVeryHighConcernMember,,dtr-types:domainItemType,,,,
SubstancesOfConcernMember,,dtr-types:domainItemType,,,,
PollutionOfLivingOrganismsAndFoodResourcesMember,,dtr-types:domainItemType,,,,
PollutionOfSoilMember,,dtr-types:domainItemType,,,,
PollutionOfWaterMember,,dtr-types:domainItemType,,,,
PollutionOfAirMember,,dtr-types:domainItemType,,,,
CoverageRateMember,,dtr-types:domainItemType,,,,
CoverageRate80To100PercentMember,,dtr-types:domainItemType,,,,
CoverageRate60To79PercentMember,,dtr-types:domainItemType,,,,
CoverageRate40To59PercentMember,,dtr-types:domainItemType,,,,
CoverageRate20To39PercentMember,,dtr-types:domainItemType,,,,
CoverageRate0To19PercentMember,,dtr-types:domainItemType,,,,
TypeOfEmployeeContractMember,,dtr-types:domainItemType,,,,
ParttimeEmployeesMember,,dtr-types:domainItemType,,,,
FulltimeEmployeesMember,,dtr-types:domainItemType,,,,
NonguaranteedHoursEmployeesMember,,dtr-types:domainItemType,,,,
TemporaryEmployeesMember,,dtr-types:domainItemType,,,,
PermanentEmployeesMember,,dtr-types:domainItemType,,,,
MethodologyOfEmployeeMeasurementMember,,dtr-types:domainItemType,,,,
FulltimeEquivalentMember,,dtr-types:domainItemType,,,,
HeadCountMember,,dtr-types:domainItemType,,,,
GenderNotReportedMember,,dtr-types:domainItemType,,,,
NonemployeesMember,,dtr-types:domainItemType,,,,
EmployeesMember,,dtr-types:domainItemType,,,,
EmployeesAndNonemployeesNAMember,,dtr-types:domainItemType,,,,
OtherThanFemaleAndMaleMember,,dtr-types:domainItemType,,,,
FemaleMember,,dtr-types:domainItemType,,,,
MaleMember,,dtr-types:domainItemType,,,,
GenderMember,,dtr-types:domainItemType,,,,
PrivacyForOwnWorkforceMember,,dtr-types:domainItemType,,,,
AdequateHousingForOwnWorkforceMember,,dtr-types:domainItemType,,,,
ForcedLabourForOwnWorkforceMember,,dtr-types:domainItemType,,,,
ChildLabourForOwnWorkforceMember,,dtr-types:domainItemType,,,,
OtherWorkrelatedRightsForOwnWorkforceMember,,dtr-types:domainItemType,,,,
DiversityForOwnWorkforceMember,,dtr-types:domainItemType,,,,
MeasuresAgainstViolenceAndHarassmentInWorkplaceForOwnWorkforceMember,,dtr-types:domainItemType,,,,
EmploymentAndInclusionOfPersonsWithDisabilitiesForOwnWorkforceMember,,dtr-types:domainItemType,,,,
TrainingAndSkillsDevelopmentForOwnWorkforceMember,,dtr-types:domainItemType,,,,
GenderEqualityAndEqualPayForWorkOfEqualValueForOwnWorkforceMember,,dtr-types:domainItemType,,,,
EqualTreatmentAndOpportunitiesForAllForOwnWorkforceMember,,dtr-types:domainItemType,,,,
HealthAndSafetyForOwnWorkforceMember,,dtr-types:domainItemType,,,,
WorklifeBalanceForOwnWorkforceMember,,dtr-types:domainItemType,,,,
CollectiveBargainingForOwnWorkforceMember,,dtr-types:domainItemType,,,,
FreedomOfAssociationForOwnWorkforceMember,,dtr-types:domainItemType,,,,
SocialDialogueForOwnWorkforceMember,,dtr-types:domainItemType,,,,
AdequateWagesForOwnWorkforceMember,,dtr-types:domainItemType,,,,
WorkingTimeForOwnWorkforceMember,,dtr-types:domainItemType,,,,
SecureEmploymentForOwnWorkforceMember,,dtr-types:domainItemType,,,,
WorkingConditionsForOwnWorkforceMember,,dtr-types:domainItemType,,,,
OwnOperationsMember,,dtr-types:domainItemType,,,,
ValueChainMember,,dtr-types:domainItemType,,,,
AdaptationSolutionTypeMember,,dtr-types:domainItemType,,,,
Milestone2025YearMember,,dtr-types:domainItemType,,,,
OtherThanNaturebasedEngineeringOrTechnologicalMember,,dtr-types:domainItemType,,,,
TechnologicalMember,,dtr-types:domainItemType,,,,
EngineeringMember,,dtr-types:domainItemType,,,,
NaturebasedMember,,dtr-types:domainItemType,,,,
Milestone2050YearMember,,dtr-types:domainItemType,,,,
Milestone2045YearMember,,dtr-types:domainItemType,,,,
Milestone2040YearMember,,dtr-types:domainItemType,,,,
Milestone2035YearMember,,dtr-types:domainItemType,,,,
Milestone2030YearMember,,dtr-types:domainItemType,,,,
OtherClimateChangeSubtopicMember,,dtr-types:domainItemType,,,,
RenewableEnergyDeploymentMember,,dtr-types:domainItemType,,,,
EnergyEfficiencyMember,,dtr-types:domainItemType,,,,
SourceTypeMember,,dtr-types:domainItemType,,,,
GHGCategoryMember,,dtr-types:domainItemType,,,,
SectorsAndEconomicActivitiesMember,,dtr-types:domainItemType,,,,
CountryMember,,dtr-types:domainItemType,,,,
TimeHorizonMember,,dtr-types:domainItemType,,,,
DecarbonisationLeverMember,,dtr-types:domainItemType,,,,
FugitiveEmissionsMember,,dtr-types:domainItemType,,,,
ProcessEmissionsMember,,dtr-types:domainItemType,,,,
MobileCombustionMember,,dtr-types:domainItemType,,,,
StationaryCombustionMember,,dtr-types:domainItemType,,,,
OtherGHGCategoryMember,,dtr-types:domainItemType,,,,
NF3Member,,dtr-types:domainItemType,,,,
SF6Member,,dtr-types:domainItemType,,,,
PFCsMember,,dtr-types:domainItemType,,,,
HFCsMember,,dtr-types:domainItemType,,,,
N2OMember,,dtr-types:domainItemType,,,,
CH4Member,,dtr-types:domainItemType,,,,
CO2Member,,dtr-types:domainItemType,,,,
Category15InvestmentsMember,,dtr-types:domainItemType,,,,
Category7EmployeeCommutingMember,,dtr-types:domainItemType,,,,
Category6BusinessTravelMember,,dtr-types:domainItemType,,,,
Category9DownstreamTransportationAndDistributionMember,,dtr-types:domainItemType,,,,
Category4UpstreamTransportationAndDistributionMember,,dtr-types:domainItemType,,,,
Category14FranchisesMember,,dtr-types:domainItemType,,,,
Category13DownstreamLeasedAssetsMember,,dtr-types:domainItemType,,,,
Category12EndoflifeTreatmentOfSoldProductsMember,,dtr-types:domainItemType,,,,
Category11UseOfSoldProductsMember,,dtr-types:domainItemType,,,,
Category10ProcessingOfSoldProductsMember,,dtr-types:domainItemType,,,,
Category5WasteGeneratedInOperationsMember,,dtr-types:domainItemType,,,,
Category8UpstreamLeasedAssetsMember,,dtr-types:domainItemType,,,,
Category3FuelAndEnergyrelatedActivitiesMember,,dtr-types:domainItemType,,,,
Category2CapitalGoodsMember,,dtr-types:domainItemType,,,,
Category11CloudComputingAndDataCentreServicesMember,,dtr-types:domainItemType,,,,
Category1PurchasedGoodsAndServicesMember,,dtr-types:domainItemType,,,,
CurrentAndRetrospectiveMember,,dtr-types:domainItemType,,,,
MilestonesAndTargetYearsMember,,dtr-types:domainItemType,,,,
BaselineYearMember,,dtr-types:domainItemType,,,,
OtherDecarbonisationLeversMember,,dtr-types:domainItemType,,,,
PhaseOutSubstitutionOrModificationOfProcessMember,,dtr-types:domainItemType,,,,
PhaseOutSubstitutionOrModificationOfProductMember,,dtr-types:domainItemType,,,,
UseOfRenewableEnergyMember,,dtr-types:domainItemType,,,,
ElectrificationMember,,dtr-types:domainItemType,,,,
FuelSwitchingMember,,dtr-types:domainItemType,,,,
MaterialEfficiencyAndConsumptionReductionMember,,dtr-types:domainItemType,,,,
EnergyEfficiencyAndConsumptionReductionMember,,dtr-types:domainItemType,,,,
LongtermMember,,dtr-types:domainItemType,,,,
MediumtermMember,,dtr-types:domainItemType,,,,
ShorttermMember,,dtr-types:domainItemType,,,,
ClimateChangeAdaptationMember,,dtr-types:domainItemType,,,,
ClimateChangeMitigationMember,,dtr-types:domainItemType,,,,
AnticipatedFinancialEffectsFromMaterialTransitionRisksRealEstateAssetsGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialTransitionRisksRealEstateAssetsAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalRisksGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesGeneralAbstract,,xbrli:stringItemType,,,,
IncidentsOfCorruptionOrBriberyLineItems,,xbrli:stringItemType,,,,
IncidentsOfCorruptionOrBriberyAbstract,,xbrli:stringItemType,,,,
IncidentsOfCorruptionOrBriberyGeneralAbstract,,xbrli:stringItemType,,,,
GrossScopes123AndTotalGHGEmissionsOtherNumericalDisclosuresGeneralAbstract,,xbrli:stringItemType,,,,
GrossScopes123AndTotalGHGEmissionsGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalAndTransitionRisksAndPotentialClimaterelatedOpportunitiesAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalAndTransitionRisksAbstract,,xbrli:stringItemType,,,,
Scope3GreenhouseGasEmissionsIntensityValueAbstract,,xbrli:stringItemType,,,,
MarketBasedScope2GreenhouseGasEmissionsIntensityValueAbstract,,xbrli:stringItemType,,,,
LocationBasedScope2GreenhouseGasEmissionsIntensityValueAbstract,,xbrli:stringItemType,,,,
Scope1GreenhouseGasEmissionsIntensityValueAbstract,,xbrli:stringItemType,,,,
TotalGreenhouseGasEmissionsIntensityValueAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToClimateChangeMitigationAndAdaptationMinimumDisclosureRequirementAbstract,,xbrli:stringItemType,,,,
TargetsRelatedToClimateChangeMitigationAndAdaptationGeneralAbstract,,xbrli:stringItemType,,,,
NameAndReferenceToOtherLegislationOrGenerallyAcceptedSustainabilityReportingStandardsAndFrameworks,,xbrli:stringItemType,,,,
GrossScopes123AndTotalGHGEmissionsOtherNumericalDisclosuresAbstract,,xbrli:stringItemType,,,,
GrossScopes123AndTotalGHGEmissionsOtherNumericalDisclosuresLineItems,,xbrli:stringItemType,,,,
ListOfMetricsAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementMetricsAdditionalOrEntitySpecificMetricsGeneralAbstract,,xbrli:stringItemType,,,,
ESRSMetricsUsedForTarget,,enum2:enumerationSetItemType,,,,
MinimumDisclosureRequirementMetricsAdditionalOrEntitySpecificMetricsAbstract,,xbrli:stringItemType,,,,
MinimumDisclosureRequirementMetricsAdditionalOrEntitySpecificMetricsLineItems,,xbrli:stringItemType,,,,
ESRSMetricsUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunity,,enum2:enumerationSetItemType,,,,
DisclosureOfOtherMaterialAndOrEntityspecificInformationToEnableUsersUnderstandUndertakingsSustainabilityrelatedImpactsRisksOrOpportunitiesExplanatory,,dtr-types:textBlockItemType,,,,
MaterialImpactsRisksAndOpportunitiesAndTheirInteractionWithStrategyAndBusinessModelS4GeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesLineItems,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialTransitionRisksAndPotentialClimaterelatedOpportunitiesAbstract,,xbrli:stringItemType,,,,
PoliticalInfluenceAndLobbyingActivitiesAbstract,,xbrli:stringItemType,,,,
PoliticalInfluenceAndLobbyingActivitiesGeneralAbstract,,xbrli:stringItemType,,,,
PoliticalInfluenceAndLobbyingActivitiesLineItems,,xbrli:stringItemType,,,,
HealthAndSafetyMetricsGeneralAbstract,,xbrli:stringItemType,,,,
HealthAndSafetyMetricsAbstract,,xbrli:stringItemType,,,,
HealthAndSafetyMetricsLineItems,,xbrli:stringItemType,,,,
ResourceOutflowsLineItems,,xbrli:stringItemType,,,,
ResourceOutflowsAbstract,,xbrli:stringItemType,,,,
ResourceOutflowsGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPollutionrelatedRisksAndOpportunitiesTimeHorizonsGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPollutionrelatedRisksAndOpportunitiesAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPollutionrelatedRisksAndOpportunitiesLineItems,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalRisksLineItems,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalAndTransitionRisksPercentageOfNetRevenueGeneralAbstract,,xbrli:stringItemType,,,,
AnticipatedFinancialEffectsFromMaterialPhysicalRisksAbstract,,xbrli:stringItemType,,,,
NumberOfEmployeesHeadCountUnder30YearsOldAtEndOfPeriod,,xbrli:integerItemType,,,,
NumberOfEmployeesHeadCountOver50YearsOldAtEndOfPeriod,,xbrli:integerItemType,,,,
NumberOfEmployeesHeadCountBetween30And50YearsOldAtEndOfPeriod,,xbrli:integerItemType,,,,
NumberOfEmployeesHeadCountAtTopManagementLevelAtEndOfPeriod,,xbrli:integerItemType,,,,
AbsoluteOrRelativeTarget,,enum2:enumerationItemType,,,,
DisclosureOfHowPolicyAddressesWaterManagementExplanatory,,dtr-types:textBlockItemType,,,,
PolicyAddressesWaterManagement,,xbrli:booleanItemType,,,,
NutsCodesForLocationOfSignificantAssetsAtMaterialPhysicalRisk,,xbrli:stringItemType,,,,
ImpactsRisksAndOpportunitiesAreCoveredByEntityspecificDisclosures,,xbrli:booleanItemType,,,,
ESRSDisclosureRequirementsCoveringImpactsRisksAndOpportunities,,enum2:enumerationSetItemType,,,,
TrainingAndSkillsDevelopmentMetricsLineItems,,xbrli:stringItemType,,,,
TrainingAndSkillsDevelopmentMetricsGeneralAbstract,,xbrli:stringItemType,,,,
TrainingAndSkillsDevelopmentMetricsAbstract,,xbrli:stringItemType,,,,
AdequateWagesGeneralAbstract,,xbrli:stringItemType,,,,
AdequateWagesLineItems,,xbrli:stringItemType,,,,
AdequateWagesAbstract,,xbrli:stringItemType,,,,
ListOfScope3GHGEmissionsCategoriesExcludedFromInventoryISO140641,,enum2:enumerationSetItemType,,,,
ListOfScope3GHGEmissionsCategoriesExcludedFromInventoryGHGProtocol,,enum2:enumerationSetItemType,,,,
CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfForcedLabourOrCompulsoryLabour,,enum2:enumerationItemType,,,,
CountriesWithOperationsConsideredAtSignificantRiskOfIncidentsOfChildLabour,,enum2:enumerationItemType,,,,
CountriesWherePositiveImpactsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersOccur,,enum2:enumerationItemType,,,,
SocialProtectionGeneralAbstract,,xbrli:stringItemType,,,,
SocialProtectionMajorLifeEventsAbstract,,xbrli:stringItemType,,,,
SocialProtectionMajorLifeEventsLineItems,,xbrli:stringItemType,,,,
TypeOfGHGsConcernedForRemovalAndStorageActivity,,enum2:enumerationItemType,,,,
ExplanationOfAnotherMethodologyUsedToCompileDataNonemployeesExplanatory,,dtr-types:textBlockItemType,,,,
ExplanationOfAnotherMethodologyUsedToCompileDataEmployeesExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfReferenceOfInformationReportedOnTotalNumberOfEmployeesToMostRepresentativeNumberInFinancialStatementsExplanatory,,dtr-types:textBlockItemType,,,,
DescriptionOfMethodologyForEmployeeTurnoverRateExplanatory,,dtr-types:textBlockItemType,,,,
ExplanationOfWhyItIsNotPossibleToDiscloseDataAboutEmployeesForGenderCategorisedAsOtherThanFemaleAndMaleAndWhyThisCategoryIsNotApplicableExplanatory,,dtr-types:textBlockItemType,,,,
AccessibilityOfThirdPartyMechanismsForConsumersAndEndusers,,enum2:enumerationItemType,,,,
AccessibilityOfThirdPartyMechanismsForAffectedCommunities,,enum2:enumerationItemType,,,,
AccessibilityOfThirdPartyMechanismsForValueChainWorkers,,enum2:enumerationItemType,,,,
AccessibilityOfThirdPartyMechanismsForOwnWorkforce,,enum2:enumerationItemType,,,,
EstablishmentOfSpecificChannelsForOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersToRaiseConcernsOrNeeds,,enum2:enumerationItemType,,,,
GroupsForWhichEngagementOccursConsumersAndEndusers,,enum2:enumerationItemType,,,,
GroupsForWhichEngagementOccursAffectedCommunities,,enum2:enumerationItemType,,,,
GroupsForWhichEngagementOccursValueChainWorkers,,enum2:enumerationItemType,,,,
SupplierCodesOfConductProvisionsAreFullyInLineWithApplicableIloStandards,,xbrli:booleanItemType,,,,
SupplierCodesOfConductIncludeProvisionsAddressingUseOfForcedLabourOrChildLabour,,xbrli:booleanItemType,,,,
SupplierCodesOfConductIncludeProvisionsAddressingHumanTrafficking,,xbrli:booleanItemType,,,,
SupplierCodesOfConductIncludeProvisionsAddressingPrecariousWork,,xbrli:booleanItemType,,,,
SupplierCodesOfConductIncludeProvisionsAddressingSafetyOfWorkers,,xbrli:booleanItemType,,,,
ResourceInflowsGeneralAbstract,,xbrli:stringItemType,,,,
ResourceInflowsAbstract,,xbrli:stringItemType,,,,
ResourceInflowsLineItems,,xbrli:stringItemType,,,,
ImpactMetricsRelatedToBiodiversityAndEcosystemsChangeGeneralAbstract,,xbrli:stringItemType,,,,
ImpactMetricsRelatedToBiodiversityAndEcosystemsChangeAbstract,,xbrli:stringItemType,,,,
ImpactMetricsRelatedToBiodiversityAndEcosystemsChangeLineItems,,xbrli:stringItemType,,,,
WaterConsumptionGeneralAbstract,,xbrli:stringItemType,,,,
WaterConsumptionAbstract,,xbrli:stringItemType,,,,
WaterConsumptionLineItems,,xbrli:stringItemType,,,,
PaymentPracticesGeneralAbstract,,xbrli:stringItemType,,,,
PaymentPracticesAbstract,,xbrli:stringItemType,,,,
PaymentPracticesLineItems,,xbrli:stringItemType,,,,
CharacteristicsOfUndertakingsEmployeesGeneralAbstract,,xbrli:stringItemType,,,,
CharacteristicsOfUndertakingsEmployeesAbstract,,xbrli:stringItemType,,,,
CharacteristicsOfUndertakingsEmployeesLineItems,,xbrli:stringItemType,,,,
DisclosureOfMattersThatAreMaterialInRelationToAsWellAsGeneralApproachToRespectForHumanRightsOfConsumersAndEndusersExplanatory,,dtr-types:textBlockItemType,,,,
DisclosureOfMattersThatAreMaterialInRelationToAsWellAsGeneralApproachToRespectForHumanRightsOfCommunitiesAndIndigenousPeoplesExplanatory,,dtr-types:textBlockItemType,,,,
CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceGeneralAbstract,,xbrli:stringItemType,,,,
CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceAbstract,,xbrli:stringItemType,,,,
CharacteristicsOfNonemployeesInUndertakingsOwnWorkforceLineItems,,xbrli:stringItemType,,,,
CollectiveBargainingCoverageAndSocialDialogueGeneralAbstract,,xbrli:stringItemType,,,,
CollectiveBargainingCoverageAndSocialDialogueAbstract,,xbrli:stringItemType,,,,
