tag_id,qname,abstract,periodType
esrs_DescriptionOfMainFeaturesOfUpstreamAndDownstreamValueChainAndUndertakingsPositionInValueChainExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMainFeaturesOfUpstreamAndDownstreamValueChainAndUndertakingsPositionInValueChainExplanatory,False,duration
esrs_DescriptionOfMainRisksIdentifiedAndTheirMitigationStrategiesInRelationToSustainabilityReportingProcessExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMainRisksIdentifiedAndTheirMitigationStrategiesInRelationToSustainabilityReportingProcessExplanatory,False,duration
esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfManagementSRoleInGovernanceProcessesControlsAndProceduresUsedToMonitorManageAndOverseeImpactsRisksAndOpportunitiesExplanatory,False,duration
esrs_DescriptionOfMaterialImpactsOnOwnWorkforceThatMayAriseFromTransitionPlansForReducingNegativeImpactsOnEnvironmentAndAchievingGreenerAndClimateneutralOperationsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMaterialImpactsOnOwnWorkforceThatMayAriseFromTransitionPlansForReducingNegativeImpactsOnEnvironmentAndAchievingGreenerAndClimateneutralOperationsExplanatory,False,duration
esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMaterialImpactsResultingFromMaterialityAssessmentExplanatory,False,duration
esrs_DescriptionOfMaterialIncidentsAndDepositsWherebyPollutionHadNegativeImpactsOnEnvironmentAndOrIsExpectedToHaveNegativeEffectsOnFinancialCashFlowsFinancialPositionAndFinancialPerformanceExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMaterialIncidentsAndDepositsWherebyPollutionHadNegativeImpactsOnEnvironmentAndOrIsExpectedToHaveNegativeEffectsOnFinancialCashFlowsFinancialPositionAndFinancialPerformanceExplanatory,False,duration
esrs_DescriptionOfMaterialRisksAndOrOpportunitiesResultingFromMaterialityAssessmentExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMaterialRisksAndOrOpportunitiesResultingFromMaterialityAssessmentExplanatory,False,duration
esrs_DescriptionOfMaterialsThatAreSourcedFromByproductsOrWasteStreamExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMaterialsThatAreSourcedFromByproductsOrWasteStreamExplanatory,False,duration
esrs_DescriptionOfMeasurementMethodologiesPollutionOfAirWaterAndSoilExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMeasurementMethodologiesPollutionOfAirWaterAndSoilExplanatory,False,duration
esrs_DescriptionOfMechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMechanismsForIdentifyingReportingAndInvestigatingConcernsAboutUnlawfulBehaviourOrBehaviourInContradictionOfCodeOfConductOrSimilarInternalRulesExplanatory,False,duration
esrs_DescriptionOfMethodologiesAndAssumptionsAppliedInProcessToIdentifyImpactsRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesAndAssumptionsAppliedInProcessToIdentifyImpactsRisksAndOpportunitiesExplanatory,False,duration
esrs_DescriptionOfMethodologiesAndAssumptionsUsedToCompileDataEmployeesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesAndAssumptionsUsedToCompileDataEmployeesExplanatory,False,duration
esrs_DescriptionOfMethodologiesAndAssumptionsUsedToCompileDataNonemployeesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesAndAssumptionsUsedToCompileDataNonemployeesExplanatory,False,duration
esrs_DescriptionOfMethodologiesAndSignificantAssumptionsUsedToDefineTargetExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesAndSignificantAssumptionsUsedToDefineTargetExplanatory,False,duration
esrs_DescriptionOfMethodologiesUsedToCalculateDataAndKeyAssumptionsUsedResourceInflowsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesUsedToCalculateDataAndKeyAssumptionsUsedResourceInflowsExplanatory,False,duration
esrs_DescriptionOfMethodologiesUsedToCalculateDataAndKeyAssumptionsUsedResourceOutflowsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologiesUsedToCalculateDataAndKeyAssumptionsUsedResourceOutflowsExplanatory,False,duration
esrs_DescriptionOfMethodologyForEmployeeTurnoverRateExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMethodologyForEmployeeTurnoverRateExplanatory,False,duration
esrs_DescriptionOfMetricUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunityExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMetricUsedToEvaluatePerformanceAndEffectivenessInRelationToMaterialImpactRiskOrOpportunityExplanatory,False,duration
esrs_DescriptionOfMostSeniorLevelInOrganisationThatIsAccountableForImplementationOfPolicyExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfMostSeniorLevelInOrganisationThatIsAccountableForImplementationOfPolicyExplanatory,False,duration
esrs_DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfNatureOfActivitiesOrBusinessRelationshipsThroughWhichUndertakingIsInvolvedWithMaterialImpactsExplanatory,False,duration
esrs_DescriptionOfOutputsAndOutcomesInTermsOfCurrentAndExpectedBenefitsForCustomersInvestorsAndOtherStakeholdersExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfOutputsAndOutcomesInTermsOfCurrentAndExpectedBenefitsForCustomersInvestorsAndOtherStakeholdersExplanatory,False,duration
esrs_DescriptionOfPerformanceAgainstDisclosedTargetExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPerformanceAgainstDisclosedTargetExplanatory,False,duration
esrs_DescriptionOfPeriodicReportingOfFindingsOfRiskAssessmentAndInternalControlsToAdministrativeManagementAndSupervisoryBodiesInRelationToSustainabilityReportingProcessExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPeriodicReportingOfFindingsOfRiskAssessmentAndInternalControlsToAdministrativeManagementAndSupervisoryBodiesInRelationToSustainabilityReportingProcessExplanatory,False,duration
esrs_DescriptionOfPlannedActionsToImproveAccuracyInFutureOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPlannedActionsToImproveAccuracyInFutureOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,False,duration
esrs_DescriptionOfPoliciesRelatedToSustainabilityMattersAssessedToBeMaterialPhaseinExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPoliciesRelatedToSustainabilityMattersAssessedToBeMaterialPhaseinExplanatory,False,duration
esrs_DescriptionOfPolicyProvisionsForPreventingAndAddressingImpactsOnIndigenousPeoplesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPolicyProvisionsForPreventingAndAddressingImpactsOnIndigenousPeoplesExplanatory,False,duration
esrs_DescriptionOfPolicyToPreventLatePaymentsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPolicyToPreventLatePaymentsExplanatory,False,duration
esrs_DescriptionOfProceduresInPlaceToPreventDetectAndAddressAllegationsOrIncidentsOfCorruptionAndBriberyExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProceduresInPlaceToPreventDetectAndAddressAllegationsOrIncidentsOfCorruptionAndBriberyExplanatory,False,duration
esrs_DescriptionOfProcessInRelationToClimaterelatedPhysicalRisksInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessInRelationToClimaterelatedPhysicalRisksInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,False,duration
esrs_DescriptionOfProcessInRelationToClimaterelatedTransitionRisksAndOpportunitiesInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessInRelationToClimaterelatedTransitionRisksAndOpportunitiesInOwnOperationsAndAlongUpstreamAndDownstreamValueChainExplanatory,False,duration
esrs_DescriptionOfProcessInRelationToImpactsOnClimateChangeExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessInRelationToImpactsOnClimateChangeExplanatory,False,duration
esrs_DescriptionOfProcessToIdentifyAssessPrioritiseAndMonitorPotentialAndActualImpactsOnPeopleAndEnvironmentInformedByDueDiligenceProcessExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessToIdentifyAssessPrioritiseAndMonitorPotentialAndActualImpactsOnPeopleAndEnvironmentInformedByDueDiligenceProcessExplanatory,False,duration
esrs_DescriptionOfProcessUsedToIdentifyAssessPrioritiseAndMonitorRisksAndOpportunitiesThatHaveOrMayHaveFinancialEffectsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessUsedToIdentifyAssessPrioritiseAndMonitorRisksAndOpportunitiesThatHaveOrMayHaveFinancialEffectsExplanatory,False,duration
esrs_DescriptionOfProcessesAndMechanismsToMonitorComplianceWithUnGuidingPrinciplesOnBusinessAndHumanRightsIloDeclarationOnFundamentalPrinciplesAndRightsAtWorkAndOecdGuidelinesForMultinationalEnterprisesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessesAndMechanismsToMonitorComplianceWithUnGuidingPrinciplesOnBusinessAndHumanRightsIloDeclarationOnFundamentalPrinciplesAndRightsAtWorkAndOecdGuidelinesForMultinationalEnterprisesExplanatory,False,duration
esrs_DescriptionOfProcessesThroughWhichEffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunityExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessesThroughWhichEffectivenessOfPoliciesAndActionsIsTrackedInRelationToMaterialSustainabilityrelatedImpactRiskAndOpportunityExplanatory,False,duration
esrs_DescriptionOfProcessesThroughWhichUndertakingIdentifiesWhatActionIsNeededAndAppropriateInResponseToParticularActualOrPotentialNegativeImpactOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessesThroughWhichUndertakingIdentifiesWhatActionIsNeededAndAppropriateInResponseToParticularActualOrPotentialNegativeImpactOnOwnWorkforceNOValueChainWorkersNOAffectedCommunitiesNOConsumersAndEndusersExplanatory,False,duration
esrs_DescriptionOfProcessesToCollectDataForPollutionrelatedAccountingAndReportingExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProcessesToCollectDataForPollutionrelatedAccountingAndReportingExplanatory,False,duration
esrs_DescriptionOfProductsAndServicesThatAreBannedInCertainMarketsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfProductsAndServicesThatAreBannedInCertainMarketsExplanatory,False,duration
esrs_DescriptionOfPurposeOfStakeholderEngagementExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfPurposeOfStakeholderEngagementExplanatory,False,duration
esrs_DescriptionOfReasonsWhyThereAreNoPlansToSetMeasurableOutcomeorientedTargetsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfReasonsWhyThereAreNoPlansToSetMeasurableOutcomeorientedTargetsExplanatory,False,duration
esrs_DescriptionOfRelevantHumanRightsPolicyCommitmentsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfRelevantHumanRightsPolicyCommitmentsExplanatory,False,duration
esrs_DescriptionOfResourceInflowsForProductsAndMaterialsWaterAndPropertyPlantAndEquipmentUsedInOwnOperationsAndAlongUpstreamValueChainExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfResourceInflowsForProductsAndMaterialsWaterAndPropertyPlantAndEquipmentUsedInOwnOperationsAndAlongUpstreamValueChainExplanatory,False,duration
esrs_DescriptionOfResultingLevelOfAccuracyOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfResultingLevelOfAccuracyOfMetricsThatIncludeUpstreamAndOrDownstreamValueChainDataEstimatedUsingIndirectSourcesExplanatory,False,duration
esrs_DescriptionOfResultsOfResilienceAnalysisExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfResultsOfResilienceAnalysisExplanatory,False,duration
esrs_DescriptionOfRiskAssessmentApproachFollowedInRelationToSustainabilityReportingProcessExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfRiskAssessmentApproachFollowedInRelationToSustainabilityReportingProcessExplanatory,False,duration
esrs_DescriptionOfScopeMainFeaturesAndComponentsOfRiskManagementAndInternalControlProcessesAndSystemsInRelationToSustainabilityReportingExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfScopeMainFeaturesAndComponentsOfRiskManagementAndInternalControlProcessesAndSystemsInRelationToSustainabilityReportingExplanatory,False,duration
esrs_DescriptionOfScopeOfKeyActionExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfScopeOfKeyActionExplanatory,False,duration
esrs_DescriptionOfScopeOfPolicyOrOfItsExclusionsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfScopeOfPolicyOrOfItsExclusionsExplanatory,False,duration
esrs_DescriptionOfScopeOfResilienceAnalysisExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfScopeOfResilienceAnalysisExplanatory,False,duration
esrs_DescriptionOfScopeOfTargetExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfScopeOfTargetExplanatory,False,duration
esrs_DescriptionOfSignificantGroupsOfProductsAndOrServicesOfferedIncludingChangesInReportingPeriodNewRemovedProductsAndOrServicesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfSignificantGroupsOfProductsAndOrServicesOfferedIncludingChangesInReportingPeriodNewRemovedProductsAndOrServicesExplanatory,False,duration
esrs_DescriptionOfSignificantMarketsAndOrCustomerGroupsServedIncludingChangesInReportingPeriodNewRemovedMarketsAndOrCustomerGroupsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfSignificantMarketsAndOrCustomerGroupsServedIncludingChangesInReportingPeriodNewRemovedMarketsAndOrCustomerGroupsExplanatory,False,duration
esrs_DescriptionOfSpecificScopeOfApplicationOfCarbonPricingSchemeExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfSpecificScopeOfApplicationOfCarbonPricingSchemeExplanatory,False,duration
esrs_DescriptionOfSpecificSustainabilityrelatedTargetsAndOrImpactsUsedToAssessPerformanceOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfSpecificSustainabilityrelatedTargetsAndOrImpactsUsedToAssessPerformanceOfMembersOfAdministrativeManagementAndSupervisoryBodiesExplanatory,False,duration
esrs_DescriptionOfStakeholderEngagementExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfStakeholderEngagementExplanatory,False,duration
esrs_DescriptionOfSustainabilityrelatedGoalsInTermsOfSignificantGroupsOfProductsAndServicesCustomerCategoriesGeographicalAreasAndRelationshipsWithStakeholdersExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfSustainabilityrelatedGoalsInTermsOfSignificantGroupsOfProductsAndServicesCustomerCategoriesGeographicalAreasAndRelationshipsWithStakeholdersExplanatory,False,duration
esrs_DescriptionOfTypeOfCurrentAndFutureFinancialAndOtherResourcesAllocatedToActionPlanExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfTypeOfCurrentAndFutureFinancialAndOtherResourcesAllocatedToActionPlanExplanatory,False,duration
esrs_DescriptionOfTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersSubjectToMaterialImpactsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfTypesOfEmployeesAndNonemployeesInOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersSubjectToMaterialImpactsExplanatory,False,duration
esrs_DescriptionOfUnderlyingStandardsForInternalAuditOrExternalCertificationOfHealthAndSafetyManagementSystemExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfUnderlyingStandardsForInternalAuditOrExternalCertificationOfHealthAndSafetyManagementSystemExplanatory,False,duration
esrs_DescriptionOfUnderstandingOfInterestsAndViewsOfKeyStakeholdersAsTheyRelateToUndertakingsStrategyAndBusinessModelExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfUnderstandingOfInterestsAndViewsOfKeyStakeholdersAsTheyRelateToUndertakingsStrategyAndBusinessModelExplanatory,False,duration
esrs_DescriptionOfUndertakingsStandardPaymentTermsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfUndertakingsStandardPaymentTermsExplanatory,False,duration
esrs_DescriptionOfWhatActionIsPlannedOrUnderwayToMitigateMaterialRisksArisingFromImpactsAndDependenciesOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersAndHowEffectivenessIsTrackedExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfWhatActionIsPlannedOrUnderwayToMitigateMaterialRisksArisingFromImpactsAndDependenciesOnOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersAndHowEffectivenessIsTrackedExplanatory,False,duration
esrs_DescriptionOfWhatActionIsPlannedOrUnderwayToPursueMaterialOpportunitiesInRelationToOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfWhatActionIsPlannedOrUnderwayToPursueMaterialOpportunitiesInRelationToOwnWorkforceValueChainWorkersAffectedCommunitiesConsumersAndEndusersExplanatory,False,duration
esrs_DescriptionOfWhetherKeyActionMayInduceSignificantNegativeSustainabilityImpactsBiodiversityAndEcosystemsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DescriptionOfWhetherKeyActionMayInduceSignificantNegativeSustainabilityImpactsBiodiversityAndEcosystemsExplanatory,False,duration
esrs_DisclosureOfActionsTakenToEngageWithUpstreamAndDownstreamValueChainAndOrLocalNetworkOnDevelopmentOfCollaborationsOrInitiativesIncreasingCircularityOfProductsAndMaterialsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfActionsTakenToEngageWithUpstreamAndDownstreamValueChainAndOrLocalNetworkOnDevelopmentOfCollaborationsOrInitiativesIncreasingCircularityOfProductsAndMaterialsExplanatory,False,duration
esrs_DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfActivitiesAndCommitmentsRelatedToExertingPoliticalInfluenceIncludingLobbyingActivitiesRelatedToMaterialImpactsRisksAndOpportunitiesExplanatory,False,duration
esrs_DisclosureOfActivitiesNegativelyAffectingBiodiversitySensitiveAreasExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfActivitiesNegativelyAffectingBiodiversitySensitiveAreasExplanatory,False,duration
esrs_DisclosureOfActualPerformanceAgainstEnvironmentalPerformanceLevelsAssociatedWithBestAvailableTechniquesBataeplsApplicableToSectorAndInstallationExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfActualPerformanceAgainstEnvironmentalPerformanceLevelsAssociatedWithBestAvailableTechniquesBataeplsApplicableToSectorAndInstallationExplanatory,False,duration
esrs_DisclosureOfActualPerformanceAndComparisonOfEnvironmentalPerformanceAgainstEmissionLevelsAssociatedWithBestAvailableTechniquesBATAELAsDescribedInEUBATConclusionsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfActualPerformanceAndComparisonOfEnvironmentalPerformanceAgainstEmissionLevelsAssociatedWithBestAvailableTechniquesBATAELAsDescribedInEUBATConclusionsExplanatory,False,duration
esrs_DisclosureOfAdditionalInformationAboutProjectItsSponsorsAndOtherParticipantsBiodiversityAndEcosystemsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAdditionalInformationAboutProjectItsSponsorsAndOtherParticipantsBiodiversityAndEcosystemsExplanatory,False,duration
esrs_DisclosureOfAdditionalWaterIntensityRatioExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAdditionalWaterIntensityRatioExplanatory,False,duration
esrs_DisclosureOfAdoptedPoliciesToManageMaterialImpactsRisksDependenciesAndOpportunitiesRelatedToBiodiversityAndEcosystemsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAdoptedPoliciesToManageMaterialImpactsRisksDependenciesAndOpportunitiesRelatedToBiodiversityAndEcosystemsExplanatory,False,duration
esrs_DisclosureOfAimOfBiodiversityOffsetAndKeyPerformanceIndicatorsUsedExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAimOfBiodiversityOffsetAndKeyPerformanceIndicatorsUsedExplanatory,False,duration
esrs_DisclosureOfAimsForContinuedImprovementExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAimsForContinuedImprovementExplanatory,False,duration
esrs_DisclosureOfAllRelevantCriteriaUsedInProcessToIdentifyMaterialImpactsRisksAndOpportunitiesInRelationToBusinessConductMattersExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAllRelevantCriteriaUsedInProcessToIdentifyMaterialImpactsRisksAndOpportunitiesInRelationToBusinessConductMattersExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialPhysicalRisksMaterialTransitionRisksAndPotentialToBenefitFromMaterialClimaterelatedOpportunitiesExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsFromMaterialTransitionRisksExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialBiodiversityAndEcosystemrelatedRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialBiodiversityAndEcosystemrelatedRisksAndOpportunitiesExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialPollutionrelatedRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialPollutionrelatedRisksAndOpportunitiesExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromResourceUseAndCircularEconomyrelatedImpactsExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesArisingFromResourceUseAndCircularEconomyrelatedImpactsExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesOnFinancialPositionFinancialPerformanceAndCashFlowsOverShortMediumAndLongtermExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialRisksAndOpportunitiesOnFinancialPositionFinancialPerformanceAndCashFlowsOverShortMediumAndLongtermExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialWaterAndMarineResourcesrelatedRisksAndOpportunitiesExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsOfMaterialWaterAndMarineResourcesrelatedRisksAndOpportunitiesExplanatory,False,duration
esrs_DisclosureOfAnticipatedFinancialEffectsRelatedToMarginErosionForBusinessActivitiesAtMaterialTransitionRiskExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnticipatedFinancialEffectsRelatedToMarginErosionForBusinessActivitiesAtMaterialTransitionRiskExplanatory,False,duration
esrs_DisclosureOfAnyActionsTakenToAddressBreachesInProceduresAndStandardsOfAnticorruptionAndAntibriberyExplanatory,{https://xbrl.efrag.org/taxonomy/draft-esrs/2023-07-31}esrs_DisclosureOfAnyActionsTakenToAddressBreachesInProceduresAndStandardsOfAnticorruptionAndAntibriberyExplanatory,False,duration
